Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Weld ID
0.06,0.53,1.15,0.013,0.015,0.0,0.02,0.0,0.0,0.0,N,N,N,0.0,100.0,57.0,N,0.0,0.0,N,80.0,N,N,DC,+,1.8,150.0,MMA,0.0,0.0,553.3,626.9,25.0,70.4,N,N,194.0,N,N,N,N,N,N,Cunh-1982-8018Gaw9
0.06,0.53,1.15,0.013,0.015,0.0,0.02,0.0,0.0,0.0,N,N,N,0.0,100.0,57.0,N,0.0,0.0,N,80.0,N,N,DC,+,1.8,150.0,MMA,600.0,2.1,N,N,N,N,N,N,N,N,N,N,N,N,N,Cunh-1982-8018Ght9
0.07,0.47,0.85,0.013,0.024,0.0,0.0,0.0,0.01,0.0,N,N,N,80.0,120.0,43.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.8,150.0,MMA,0.0,0.0,478.5,569.3,22.1,72.4,N,N,180.0,N,N,N,N,N,N,Cunh-1982-7016aw10
0.07,0.47,0.85,0.013,0.024,0.0,0.0,0.0,0.01,0.0,N,N,N,80.0,120.0,43.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.8,150.0,MMA,600.0,2.1,N,N,N,N,N,N,N,N,N,N,N,N,N,Cunh-1982-7016ht10
0.07,0.47,1.1,0.011,0.02,0.0,0.0,0.0,0.01,0.0,N,N,N,200.0,190.0,53.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.9,140.0,MMA,0.0,0.0,561.1,643.5,21.0,64.2,N,N,216.0,N,N,N,N,N,N,Cunh-1982-7018ht11
0.07,0.47,1.1,0.011,0.02,0.0,0.0,0.0,0.01,0.0,N,N,N,200.0,190.0,53.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.9,140.0,MMA,600.0,2.1,N,N,N,N,N,N,N,N,N,N,N,N,N,Cunh-1982-7018ht11
0.08,0.49,0.9,0.014,0.029,0.0,0.05,0.0,0.0,0.0,N,N,N,50.0,170.0,108.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.9,150.0,MMA,0.0,0.0,486.8,577.5,20.5,70.2,N,N,191.0,N,N,N,N,N,N,Cunh-1982-7018aw12
0.08,0.49,0.9,0.014,0.029,0.0,0.05,0.0,0.0,0.0,N,N,N,50.0,170.0,108.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.9,150.0,MMA,600.0,2.1,N,N,N,N,N,N,N,N,N,N,N,N,N,Cunh-1982-7018ht12
0.05,0.25,1.15,0.015,0.024,0.0,0.0,0.0,0.004,0.12,N,N,N,30.0,140.0,105.0,N,50.0,150.0,N,60.0,N,N,DC,+,2.4,200.0,SA,0.0,0.0,420.8,504.2,33.0,73.0,N,N,164.0,N,N,N,N,N,N,Cunh-1982-13aw
0.05,0.25,1.15,0.015,0.024,0.0,0.0,0.0,0.004,0.12,N,N,N,30.0,140.0,105.0,N,50.0,150.0,N,60.0,N,N,DC,+,2.4,200.0,SA,600.0,2.1,387.5,482.7,29.5,70.5,N,N,154.0,N,N,N,N,N,N,Cunh-1982-13ht
0.1,0.18,1.6,0.015,0.029,0.0,0.0,0.5,0.004,0.14,N,N,N,20.0,110.0,80.0,N,100.0,0.0,N,60.0,N,N,DC,+,2.4,200.0,SA,0.0,0.0,630.8,725.9,24.5,68.5,N,N,265.0,N,N,N,N,N,N,Cunh-1982-14aw
0.1,0.18,1.6,0.015,0.029,0.0,0.0,0.5,0.004,0.14,N,N,N,20.0,110.0,80.0,N,100.0,0.0,N,60.0,N,N,DC,+,2.4,200.0,SA,600.0,2.1,605.3,694.5,25.5,67.5,N,N,224.0,N,N,N,N,N,N,Cunh-1982-14ht
0.09,0.28,1.52,0.015,0.045,0.0,0.0,0.5,0.005,0.1,N,N,N,80.0,110.0,125.0,N,50.0,0.0,N,70.0,N,N,DC,+,2.4,200.0,SA,0.0,0.0,540.5,645.5,27.5,66.0,N,N,226.0,N,N,N,N,N,N,Cunh-1982-15aw
0.09,0.28,1.52,0.015,0.045,0.0,0.0,0.5,0.005,0.1,N,N,N,80.0,110.0,125.0,N,50.0,0.0,N,70.0,N,N,DC,+,2.4,200.0,SA,600.0,2.1,562.1,640.6,27.5,66.5,N,N,225.0,N,N,N,N,N,N,Cunh-1982-15ht
0.12,0.22,1.24,0.036,0.019,0.0,0.0,0.0,0.0,0.18,N,N,N,0.0,110.0,110.0,N,200.0,150.0,N,0.0,N,N,DC,+,1.7,200.0,SA,0.0,0.0,483.6,586.6,32.0,70.5,N,N,193.0,N,N,N,N,N,N,Cunh-1982-16aw
0.12,0.22,1.24,0.036,0.019,0.0,0.0,0.0,0.0,0.18,N,N,N,0.0,110.0,110.0,N,200.0,150.0,N,0.0,N,N,DC,+,1.7,200.0,SA,600.0,2.1,414.0,532.7,33.0,74.5,N,N,196.0,N,N,N,N,N,N,Cunh-1982-16ht
0.15,0.32,1.2,0.017,0.025,0.0,0.0,0.0,0.0,0.0,N,N,N,0.0,99.0,90.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.6,200.0,SA,0.0,0.0,536.6,627.8,30.0,68.0,N,N,202.0,N,N,N,N,N,N,Cunh-1982-17aw
0.15,0.32,1.2,0.017,0.025,0.0,0.0,0.0,0.0,0.0,N,N,N,0.0,99.0,90.0,N,0.0,0.0,N,0.0,N,N,DC,+,1.6,200.0,SA,600.0,1.3,487.6,586.6,31.0,73.5,N,N,225.0,N,N,N,N,N,N,Cunh-1982-17ht
0.08,0.21,1.2,0.014,0.022,0.0,0.0,0.0,0.0,0.0,N,N,N,0.0,100.0,128.0,N,60.0,0.0,N,120.0,N,N,DC,+,1.7,200.0,SA,0.0,0.0,453.2,596.4,30.0,74.0,N,N,193.0,N,N,N,N,N,N,Cunh-1982-18aw
0.08,0.21,1.2,0.014,0.022,0.0,0.0,0.0,0.0,0.0,N,N,N,0.0,100.0,128.0,N,60.0,0.0,N,120.0,N,N,DC,+,1.7,200.0,SA,600.0,1.7,455.2,569.0,35.0,74.0,N,N,197.0,N,N,N,N,N,N,Cunh-1982-18ht
0.1,0.12,1.2,0.013,0.024,0.0,0.0,0.0,0.0,0.0,N,N,N,0.0,89.0,42.0,N,60.0,0.0,N,150.0,N,N,DC,+,1.7,200.0,SA,0.0,0.0,519.9,593.5,30.0,72.0,N,N,172.0,N,N,N,N,N,N,Cunh-1982-19aw
0.1,0.12,1.2,0.013,0.024,0.0,0.0,0.0,0.0,0.0,N,N,N,0.0,89.0,42.0,N,60.0,0.0,N,150.0,N,N,DC,+,1.7,200.0,SA,600.0,2.3,390.1,487.6,37.0,77.0,N,N,189.0,N,N,N,N,N,N,Cunh-1982-19ht
0.064,0.27,1.44,0.021,0.024,N,N,0.02,0.009,0.28,N,N,590.0,N,102.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,388.0,497.0,30.0,58.0,N,N,158(Hv30),N,N,N,N,N,N,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,N,N,0.02,0.009,0.28,N,N,590.0,N,102.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,10.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,N,N,0.02,0.009,0.28,N,N,590.0,N,102.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-50,14.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,N,N,0.02,0.009,0.28,N,N,590.0,N,102.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,61.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,N,N,0.02,0.009,0.28,N,N,590.0,N,102.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,105.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX200
0.073,0.33,1.44,0.021,0.018,N,N,0.02,0.009,0.22,N,N,563.0,N,124.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,383.0,492.0,30.0,66.0,N,N,155(Hv30),N,N,N,N,N,N,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,N,N,0.02,0.009,0.22,N,N,563.0,N,124.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,40.0,N,N,N,N,N,N,N,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,N,N,0.02,0.009,0.22,N,N,563.0,N,124.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-50,49.0,N,N,N,N,N,N,N,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,N,N,0.02,0.009,0.22,N,N,563.0,N,124.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-30,99.0,N,N,N,N,N,N,N,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,N,N,0.02,0.009,0.22,N,N,563.0,N,124.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,111.0,N,N,N,N,N,N,N,Pat-1981-S2/BX200
0.06,0.29,1.68,0.017,0.019,N,N,0.02,0.01,0.28,N,N,521.0,N,133.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,371.0,526.0,34.0,66.0,N,N,153(Hv30),N,N,N,N,N,N,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,N,N,0.02,0.01,0.28,N,N,521.0,N,133.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,25.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,N,N,0.02,0.01,0.28,N,N,521.0,N,133.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-40,38.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,N,N,0.02,0.01,0.28,N,N,521.0,N,133.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,76.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,N,N,0.02,0.01,0.28,N,N,521.0,N,133.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,105.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX200
0.08,0.31,1.67,0.017,0.017,N,N,0.03,0.01,0.25,N,N,502.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,391.0,522.0,30.0,64.0,N,N,161(Hv30),N,N,N,N,N,N,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,N,N,0.03,0.01,0.25,N,N,502.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,39.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,N,N,0.03,0.01,0.25,N,N,502.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-50,43.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,N,N,0.03,0.01,0.25,N,N,502.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,95.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,N,N,0.03,0.01,0.25,N,N,502.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,114.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX200
0.086,0.28,1.68,0.023,0.02,N,N,0.01,0.01,0.23,N,N,487.0,N,77.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,389.0,564.0,28.0,69.0,N,N,168(Hv30),N,N,N,N,N,N,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,N,N,0.01,0.01,0.23,N,N,487.0,N,77.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,38.0,N,N,N,N,N,N,N,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,N,N,0.01,0.01,0.23,N,N,487.0,N,77.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-40,51.0,N,N,N,N,N,N,N,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,N,N,0.01,0.01,0.23,N,N,487.0,N,77.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,79.0,N,N,N,N,N,N,N,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,N,N,0.01,0.01,0.23,N,N,487.0,N,77.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,102.0,N,N,N,N,N,N,N,Pat-1981-S4/BX200
0.089,0.42,2.22,0.022,0.025,N,N,0.02,0.01,0.06,N,N,466.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,517.0,672.0,24.0,56.0,N,N,203(Hv30),N,N,N,N,N,N,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,N,N,0.02,0.01,0.06,N,N,466.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,16.0,N,N,N,N,N,N,N,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,N,N,0.02,0.01,0.06,N,N,466.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-40,21.0,N,N,N,N,N,N,N,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,N,N,0.02,0.01,0.06,N,N,466.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,30.0,N,N,N,N,N,N,N,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,N,N,0.02,0.01,0.06,N,N,466.0,N,82.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,43.0,N,N,N,N,N,N,N,Pat-1981-S6/BX200
0.08,0.24,1.34,0.023,0.02,N,N,0.43,0.01,0.15,N,N,575.0,N,86.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,554.0,554.0,30.0,67.0,N,N,157(Hv30),N,N,N,N,N,N,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,N,N,0.43,0.01,0.15,N,N,575.0,N,86.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,16.0,N,N,N,N,N,N,N,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,N,N,0.43,0.01,0.15,N,N,575.0,N,86.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-40,37.0,N,N,N,N,N,N,N,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,N,N,0.43,0.01,0.15,N,N,575.0,N,86.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,67.0,N,N,N,N,N,N,N,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,N,N,0.43,0.01,0.15,N,N,575.0,N,86.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,92.0,N,N,N,N,N,N,N,Pat-1981-S2Mo/BX200
0.095,0.45,1.88,0.02,0.022,N,N,0.44,0.01,0.26,N,N,425.0,N,84.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,747.0,747.0,25.0,62.0,N,N,174(Hv30),N,N,N,N,N,N,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,N,N,0.44,0.01,0.26,N,N,425.0,N,84.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-60,10.0,N,N,N,N,N,N,N,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,N,N,0.44,0.01,0.26,N,N,425.0,N,84.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-40,17.0,N,N,N,N,N,N,N,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,N,N,0.44,0.01,0.26,N,N,425.0,N,84.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,-20,32.0,N,N,N,N,N,N,N,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,N,N,0.44,0.01,0.26,N,N,425.0,N,84.0,N,N,N,N,N,N,625.0,75.36,DC,+,4.6,200.0,TSA,0.0,0.0,N,N,N,N,0.0,41.0,N,N,N,N,N,N,N,Pat-1981-S4Mo/BX200
0.074,0.16,0.84,0.015,0.026,N,N,0.02,0.004,0.28,N,N,415.0,N,84.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,352.0,459.0,36.0,72.0,N,N,144(Hv30),N,N,N,N,N,N,Pat-1981-RE2L/BX400
0.074,0.16,0.84,0.015,0.026,N,N,0.02,0.004,0.28,N,N,415.0,N,84.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,95.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX400
0.074,0.16,0.84,0.015,0.026,N,N,0.02,0.004,0.28,N,N,415.0,N,84.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-40,139.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX400
0.074,0.16,0.84,0.015,0.026,N,N,0.02,0.004,0.28,N,N,415.0,N,84.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-20,148.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX400
0.074,0.16,0.84,0.015,0.026,N,N,0.02,0.004,0.28,N,N,415.0,N,84.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,0.0,150.0,N,N,N,N,N,N,N,Pat-1981-RE2L/BX400
0.082,0.18,0.75,0.014,0.02,N,N,0.02,0.005,0.22,N,N,381.0,N,109.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,349.0,456.0,36.0,72.0,N,N,144(Hv30),N,N,N,N,N,N,Pat-1981-S2/BX400
0.082,0.18,0.75,0.014,0.02,N,N,0.02,0.005,0.22,N,N,381.0,N,109.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,67.0,N,N,N,N,N,N,N,Pat-1981-S2/BX400
0.082,0.18,0.75,0.014,0.02,N,N,0.02,0.005,0.22,N,N,381.0,N,109.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-50,117.0,N,N,N,N,N,N,N,Pat-1981-S2/BX400
0.082,0.18,0.75,0.014,0.02,N,N,0.02,0.005,0.22,N,N,381.0,N,109.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-20,134.0,N,N,N,N,N,N,N,Pat-1981-S2/BX400
0.082,0.18,0.75,0.014,0.02,N,N,0.02,0.005,0.22,N,N,381.0,N,109.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,0.0,155.0,N,N,N,N,N,N,N,Pat-1981-S2/BX400
0.07,0.16,1.17,0.013,0.02,N,N,0.02,0.01,0.26,N,N,368.0,N,108.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,350.0,462.0,24.0,76.0,N,N,143(Hv30),N,N,N,N,N,N,Pat-1981-RE3L/BX400
0.07,0.16,1.17,0.013,0.02,N,N,0.02,0.01,0.26,N,N,368.0,N,108.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,110.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX400
0.07,0.16,1.17,0.013,0.02,N,N,0.02,0.01,0.26,N,N,368.0,N,108.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-40,145.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX400
0.07,0.16,1.17,0.013,0.02,N,N,0.02,0.01,0.26,N,N,368.0,N,108.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-20,168.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX400
0.07,0.16,1.17,0.013,0.02,N,N,0.02,0.01,0.26,N,N,368.0,N,108.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,0.0,180.0,N,N,N,N,N,N,N,Pat-1981-RE3L/BX400
0.11,0.16,1.09,0.012,0.018,N,N,0.03,0.01,0.24,N,N,353.0,N,78.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,376.0,484.0,32.0,74.0,N,N,154(Hv30),N,N,N,N,N,N,Pat-1981-WB3/BX400
0.11,0.16,1.09,0.012,0.018,N,N,0.03,0.01,0.24,N,N,353.0,N,78.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,15.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX400
0.11,0.16,1.09,0.012,0.018,N,N,0.03,0.01,0.24,N,N,353.0,N,78.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,22.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX400
0.11,0.16,1.09,0.012,0.018,N,N,0.03,0.01,0.24,N,N,353.0,N,78.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-20,134.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX400
0.11,0.16,1.09,0.012,0.018,N,N,0.03,0.01,0.24,N,N,353.0,N,78.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,0.0,138.0,N,N,N,N,N,N,N,Pat-1981-WB3/BX400
0.098,0.18,1.29,0.017,0.017,N,N,0.01,0.01,0.21,N,N,337.0,N,61.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,359.0,503.0,28.0,72.0,N,N,154(Hv30),N,N,N,N,N,N,Pat-1981-S4/BX400
0.098,0.18,1.29,0.017,0.017,N,N,0.01,0.01,0.21,N,N,337.0,N,61.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,59.0,N,N,N,N,N,N,N,Pat-1981-S4/BX400
0.098,0.18,1.29,0.017,0.017,N,N,0.01,0.01,0.21,N,N,337.0,N,61.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-40,95.0,N,N,N,N,N,N,N,Pat-1981-S4/BX400
0.098,0.18,1.29,0.017,0.017,N,N,0.01,0.01,0.21,N,N,337.0,N,61.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-20,128.0,N,N,N,N,N,N,N,Pat-1981-S4/BX400
0.098,0.18,1.29,0.017,0.017,N,N,0.01,0.01,0.21,N,N,337.0,N,61.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,0.0,144.0,N,N,N,N,N,N,N,Pat-1981-S4/BX400
0.1,0.24,1.91,0.016,0.016,N,N,0.02,0.01,0.05,N,N,228.0,N,74.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,376.0,553.0,33.0,70.0,N,N,170(Hv30),N,N,N,N,N,N,Pat-1981-S6/BX400
0.1,0.24,1.91,0.016,0.016,N,N,0.02,0.01,0.05,N,N,228.0,N,74.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,30.0,N,N,N,N,N,N,N,Pat-1981-S6/BX400
0.1,0.24,1.91,0.016,0.016,N,N,0.02,0.01,0.05,N,N,228.0,N,74.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-40,78.0,N,N,N,N,N,N,N,Pat-1981-S6/BX400
0.1,0.24,1.91,0.016,0.016,N,N,0.02,0.01,0.05,N,N,228.0,N,74.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-20,91.0,N,N,N,N,N,N,N,Pat-1981-S6/BX400
0.1,0.24,1.91,0.016,0.016,N,N,0.02,0.01,0.05,N,N,228.0,N,74.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,0.0,122.0,N,N,N,N,N,N,N,Pat-1981-S6/BX400
0.096,0.13,0.73,0.018,0.022,N,N,0.43,0.01,0.14,N,N,373.0,N,81.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,353.0,491.0,32.0,67.0,N,N,157(Hv30),N,N,N,N,N,N,Pat-1981-S2Mo/BX400
0.096,0.13,0.73,0.018,0.022,N,N,0.43,0.01,0.14,N,N,373.0,N,81.0,N,N,N,N,N,N,625.0,72.24,DC,+,4.4,200.0,TSA,0.0,0.0,N,N,N,N,-60,14.0,N,N,N,N,N,N,N,Pat-1981-S2Mo/BX400
