Carbon concentration (ppm),Silicon concentration (ppm),Manganese concentration (ppm),Sulphur concentration (ppm),Phosphorus concentration (ppm),Nickel concentration (ppm),Chromium concentration (ppm),Molybdenum concentration (ppm),Vanadium concentration (ppm),Copper concentration (ppm),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
500.0,2600.0,9800.0,50.0,120.0,5400.0,4100.0,2700.0,,8500.0,240.0,100.0,80.0,140.0,26.0,200.0,670.0,34.0,0.0,1,2.0,200.0,1,0.0,0.0,571.0,,,,,
500.0,2500.0,9800.0,50.0,110.0,5500.0,4200.0,2700.0,,8100.000000000001,230.0,100.0,80.0,150.0,26.0,210.0,670.0,34.0,0.0,1,3.3,200.0,1,0.0,0.0,561.0,,,,,
500.0,2400.0,9700.0,50.0,120.0,5300.0,4000.0,2600.0,,8200.0,230.0,90.0,80.0,140.0,21.0,200.0,670.0,34.0,0.0,1,4.6,200.0,1,0.0,0.0,552.0,,,,,
400.0,2400.0,9800.0,50.0,120.0,5300.0,4000.0,2700.0,,8200.0,210.0,90.0,80.0,130.0,25.0,190.0,670.0,34.0,0.0,1,5.3,200.0,1,0.0,0.0,541.0,,,,,
500.0,3500.0,7900.0,70.0,110.0,13899.999999999998,5600.000000000001,2800.0000000000005,,9600.0,210.0,40.0,80.0,200.0,15.0,330.0,640.0,34.0,0.0,1,2.0,200.0,1,0.0,0.0,678.0,,,,,
500.0,3600.0,8200.0,70.0,110.0,14400.0,5500.0,2900.0,,9200.0,190.0,50.0,80.0,190.0,14.0,320.0,660.0,34.0,0.0,1,3.3,200.0,1,0.0,0.0,636.0,,,,,
500.0,3600.0,8500.0,70.0,120.0,14900.0,5500.0,3100.0,,8900.0,210.0,40.0,80.0,170.0,19.0,320.0,660.0,34.0,0.0,1,4.6,200.0,1,0.0,0.0,601.0,,,,,
500.0,3600.0,8600.0,70.0,120.0,15000.0,5400.0,3100.0,,8700.0,200.0,50.0,80.0,160.0,17.0,310.0,660.0,34.0,0.0,1,5.3,200.0,1,0.0,0.0,585.0,,,,,
500.0,3900.0,11000.0,60.0,130.0,18700.0,5300.0,3700.0,,5699.999999999999,220.0,60.0,70.0,160.0,12.0,210.0,660.0,34.0,0.0,1,2.0,200.0,1,0.0,0.0,592.0,,,,,
500.0,3800.0,11100.000000000002,50.0,140.0,18900.0,5200.0,3700.0,,5600.000000000001,220.0,50.0,70.0,150.0,11.0,200.0,660.0,34.0,0.0,1,3.3,200.0,1,0.0,0.0,555.0,,,,,
500.0,3900.0,11000.0,60.0,130.0,18700.0,5200.0,3700.0,,5699.999999999999,220.0,60.0,80.0,140.0,13.0,210.0,660.0,34.0,0.0,1,4.6,200.0,1,0.0,0.0,547.0,,,,,
500.0,4000.0,11200.000000000002,60.0,140.0,19000.0,5100.0,3700.0,,5500.0,210.0,60.0,70.0,140.0,11.0,200.0,660.0,34.0,0.0,1,5.3,200.0,1,0.0,0.0,543.0,,,,,
700.0000000000001,5300.0,17200.0,120.0,160.0,100.0,300.0,100.0,100.0,300.0,176.0,240.0,54.0,210.0,7.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,462.0,638.0,31.0,67.0,-28.0,35.0
800.0,5900.0,18400.0,130.0,160.0,100.0,500.0,100.0,100.0,3800.0,155.0,230.0,54.0,240.0,8.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,507.0,694.0,30.0,58.0,9.0,35.0
800.0,6200.0,18600.0,130.0,160.0,100.0,500.0,100.0,100.0,8100.000000000001,174.0,230.0,54.0,220.0,10.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,523.0,714.0,30.0,53.0,-5.0,35.0
800.0,5800.0,18300.0,130.0,160.0,4500.0,500.0,100.0,100.0,300.0,171.0,230.0,55.0,230.0,6.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,522.0,709.0,30.0,54.0,-11.0,35.0
800.0,5900.0,18400.0,130.0,150.0,4500.0,500.0,100.0,100.0,4000.0,168.0,250.0,49.0,240.0,9.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,500.0,731.0,28.0,49.0,11.0,35.0
800.0,6200.0,18500.0,130.0,170.0,4500.0,500.0,100.0,100.0,8100.000000000001,152.0,220.0,52.0,240.0,10.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,504.0,743.0,27.0,46.0,18.0,35.0
800.0,6200.0,18300.0,130.0,140.0,15100.0,500.0,100.0,100.0,300.0,185.0,230.0,67.0,200.0,7.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,515.0,737.0,26.0,48.0,0.0,35.0
700.0000000000001,5900.0,18500.0,130.0,140.0,15000.0,500.0,100.0,100.0,4200.0,146.0,250.0,57.0,200.0,9.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,515.0,810.0,24.0,41.0,30.0,35.0
800.0,6600.0,19200.0,130.0,150.0,15400.0,500.0,100.0,100.0,8900.0,148.0,260.0,51.0,230.0,13.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,542.0,829.0,26.0,51.0,33.0,35.0
900.0,6300.0,19000.0,130.0,150.0,100.0,500.0,100.0,100.0,400.0,165.0,250.0,56.0,190.0,36.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,466.0,761.0,29.0,44.0,37.0,35.0
800.0,6700.0,19400.0,130.0,150.0,5100.0,500.0,100.0,100.0,4300.0,142.0,280.0,57.0,220.0,40.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,489.0,807.0,27.0,42.0,51.0,35.0
800.0,6800.000000000001,19400.0,130.0,150.0,15400.0,500.0,100.0,100.0,8500.0,132.0,290.0,55.0,270.0,44.0,,700.0,32.0,0.0,1,4.8,200.0,1,0.0,0.0,546.0,869.0,21.0,28.0,55.0,35.0
700.0000000000001,3400.0000000000005,9500.0,270.0,210.0,0.0,0.0,0.0,60.0,0.0,,70.0,90.0,35.0,,60.0,,,0.0,1,2.7,250.0,0,0.0,0.0,456.2,529.8,27.5,73.0,,
700.0000000000001,3400.0000000000005,9500.0,270.0,210.0,0.0,0.0,0.0,60.0,0.0,,70.0,90.0,35.0,,60.0,,,0.0,1,2.7,250.0,0,600.0,2.1,430.7,519.9,29.5,73.5,,
600.0,2800.0000000000005,5500.0,240.0,410.0,12600.0,0.0,0.0,100.0,200.0,,70.0,70.0,35.0,,60.0,,,0.0,1,2.2,250.0,0,0.0,0.0,475.8,564.1,28.0,70.5,,
600.0,2800.0000000000005,5500.0,240.0,410.0,12600.0,0.0,0.0,100.0,200.0,,70.0,70.0,35.0,,60.0,,,0.0,1,2.2,250.0,0,600.0,2.1,430.7,529.8,24.5,69.0,,
900.0,4200.0,9300.0,110.0,580.0,0.0,0.0,200.0,40.0,800.0,,140.0,160.0,40.0,,120.0,,,0.0,1,2.5,250.0,0,0.0,0.0,491.5,573.9,28.0,74.0,,
900.0,4200.0,9300.0,110.0,580.0,0.0,0.0,200.0,40.0,800.0,,140.0,160.0,40.0,,120.0,,,0.0,1,2.5,250.0,0,600.0,2.1,420.9,541.5,24.5,74.5,,
800.0,3300.0,6500.0,150.0,260.0,5000.0,3500.0,80.0,40.0,200.0,,200.0,140.0,45.0,,150.0,,,0.0,1,2.4,250.0,0,0.0,0.0,503.3,591.5,28.0,73.0,,
800.0,3300.0,6500.0,150.0,260.0,5000.0,3500.0,80.0,40.0,200.0,,200.0,140.0,45.0,,150.0,,,0.0,1,2.4,250.0,0,600.0,2.1,500.3,600.4,22.7,73.7,,
700.0000000000001,6100.0,10700.0,250.0,260.0,0.0,0.0,0.0,140.0,0.0,,64.0,94.0,70.0,,40.0,,,0.0,1,2.8,250.0,0,0.0,0.0,479.7,583.7,24.0,71.5,,
700.0000000000001,6100.0,10700.0,250.0,260.0,0.0,0.0,0.0,140.0,0.0,,64.0,94.0,70.0,,40.0,,,0.0,1,2.8,250.0,0,600.0,2.1,456.2,555.2,24.5,72.0,,
700.0000000000001,2100.0,7500.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,,0.0,190.0,69.0,,0.0,,,0.0,1,2.6,250.0,0,0.0,0.0,463.0,552.3,33.0,75.0,,
700.0000000000001,2100.0,7500.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,,0.0,190.0,69.0,,0.0,,,0.0,1,2.6,250.0,0,600.0,2.1,369.8,486.6,,76.0,,
900.0,4400.0,9000.0,100.0,270.0,0.0,0.0,0.0,0.0,0.0,,200.0,70.0,88.0,,0.0,,,0.0,1,1.8,150.0,0,0.0,0.0,486.8,569.3,24.0,71.0,,
900.0,4400.0,9000.0,100.0,270.0,0.0,0.0,0.0,0.0,0.0,,200.0,70.0,88.0,,0.0,,,0.0,1,1.8,150.0,0,600.0,2.1,,,,,,
800.0,3500.0,6500.0,100.0,210.0,12000.0,0.0,0.0,200.0,0.0,,40.0,100.0,150.0,,0.0,,,0.0,1,1.8,140.0,0,0.0,0.0,453.8,536.3,22.6,72.0,,
800.0,3500.0,6500.0,100.0,210.0,12000.0,0.0,0.0,200.0,0.0,,40.0,100.0,150.0,,0.0,,,0.0,1,1.8,140.0,0,600.0,2.1,,,,,,
600.0,5300.0,11500.0,130.0,150.0,0.0,200.0,0.0,0.0,0.0,,0.0,100.0,57.0,,0.0,,,0.0,1,1.8,150.0,0,0.0,0.0,553.3,626.9,25.0,70.4,,
600.0,5300.0,11500.0,130.0,150.0,0.0,200.0,0.0,0.0,0.0,,0.0,100.0,57.0,,0.0,,,0.0,1,1.8,150.0,0,600.0,2.1,,,,,,
700.0000000000001,4700.0,8500.0,130.0,240.0,0.0,0.0,0.0,100.0,0.0,,80.0,120.0,43.0,,0.0,,,0.0,1,1.8,150.0,0,0.0,0.0,478.5,569.3,22.1,72.4,,
700.0000000000001,4700.0,8500.0,130.0,240.0,0.0,0.0,0.0,100.0,0.0,,80.0,120.0,43.0,,0.0,,,0.0,1,1.8,150.0,0,600.0,2.1,,,,,,
700.0000000000001,4700.0,11000.0,110.0,200.0,0.0,0.0,0.0,100.0,0.0,,200.0,190.0,53.0,,0.0,,,0.0,1,1.9,140.0,0,0.0,0.0,561.1,643.5,21.0,64.2,,
700.0000000000001,4700.0,11000.0,110.0,200.0,0.0,0.0,0.0,100.0,0.0,,200.0,190.0,53.0,,0.0,,,0.0,1,1.9,140.0,0,600.0,2.1,,,,,,
800.0,4900.0,9000.0,140.0,290.0,0.0,500.0,0.0,0.0,0.0,,50.0,170.0,108.0,,0.0,,,0.0,1,1.9,150.0,0,0.0,0.0,486.8,577.5,20.5,70.2,,
800.0,4900.0,9000.0,140.0,290.0,0.0,500.0,0.0,0.0,0.0,,50.0,170.0,108.0,,0.0,,,0.0,1,1.9,150.0,0,600.0,2.1,,,,,,
500.0,2500.0,11500.0,150.0,240.0,0.0,0.0,0.0,40.0,1200.0,,30.0,140.0,105.0,,50.0,,,0.0,1,2.4,200.0,1,0.0,0.0,420.8,504.2,33.0,73.0,,
500.0,2500.0,11500.0,150.0,240.0,0.0,0.0,0.0,40.0,1200.0,,30.0,140.0,105.0,,50.0,,,0.0,1,2.4,200.0,1,600.0,2.1,387.5,482.7,29.5,70.5,,
1000.0,1800.0,16000.0,150.0,290.0,0.0,0.0,5000.0,40.0,1400.0000000000002,,20.0,110.0,80.0,,100.0,,,0.0,1,2.4,200.0,1,0.0,0.0,630.8,725.9,24.5,68.5,,
1000.0,1800.0,16000.0,150.0,290.0,0.0,0.0,5000.0,40.0,1400.0000000000002,,20.0,110.0,80.0,,100.0,,,0.0,1,2.4,200.0,1,600.0,2.1,605.3,694.5,25.5,67.5,,
900.0,2800.0000000000005,15200.0,150.0,450.0,0.0,0.0,5000.0,50.0,1000.0,,80.0,110.0,125.0,,50.0,,,0.0,1,2.4,200.0,1,0.0,0.0,540.5,645.5,27.5,66.0,,
900.0,2800.0000000000005,15200.0,150.0,450.0,0.0,0.0,5000.0,50.0,1000.0,,80.0,110.0,125.0,,50.0,,,0.0,1,2.4,200.0,1,600.0,2.1,562.1,640.6,27.5,66.5,,
1200.0,2200.0,12400.0,360.0,190.0,0.0,0.0,0.0,0.0,1800.0,,0.0,110.0,110.0,,200.0,,,0.0,1,1.7,200.0,1,0.0,0.0,483.6,586.6,32.0,70.5,,
1200.0,2200.0,12400.0,360.0,190.0,0.0,0.0,0.0,0.0,1800.0,,0.0,110.0,110.0,,200.0,,,0.0,1,1.7,200.0,1,600.0,2.1,414.0,532.7,33.0,74.5,,
1500.0,3200.0,12000.0,170.0,250.0,0.0,0.0,0.0,0.0,0.0,,0.0,99.0,90.0,,0.0,,,0.0,1,1.6,200.0,1,0.0,0.0,536.6,627.8,30.0,68.0,,
1500.0,3200.0,12000.0,170.0,250.0,0.0,0.0,0.0,0.0,0.0,,0.0,99.0,90.0,,0.0,,,0.0,1,1.6,200.0,1,600.0,1.3,487.6,586.6,31.0,73.5,,
800.0,2100.0,12000.0,140.0,220.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,128.0,,60.0,,,0.0,1,1.7,200.0,1,0.0,0.0,453.2,596.4,30.0,74.0,,
800.0,2100.0,12000.0,140.0,220.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,128.0,,60.0,,,0.0,1,1.7,200.0,1,600.0,1.7,455.2,569.0,35.0,74.0,,
1000.0,1200.0,12000.0,130.0,240.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,42.0,,60.0,,,0.0,1,1.7,200.0,1,0.0,0.0,519.9,593.5,30.0,72.0,,
1000.0,1200.0,12000.0,130.0,240.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,42.0,,60.0,,,0.0,1,1.7,200.0,1,600.0,2.3,390.1,487.6,37.0,77.0,,
640.0,2700.0,14400.0,210.0,240.0,,,200.0,90.0,2800.0000000000005,590.0,,102.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,388.0,497.0,30.0,58.0,-60.0,10.0
640.0,2700.0,14400.0,210.0,240.0,,,200.0,90.0,2800.0000000000005,590.0,,102.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,388.0,497.0,30.0,58.0,-50.0,14.0
640.0,2700.0,14400.0,210.0,240.0,,,200.0,90.0,2800.0000000000005,590.0,,102.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,388.0,497.0,30.0,58.0,-20.0,61.0
640.0,2700.0,14400.0,210.0,240.0,,,200.0,90.0,2800.0000000000005,590.0,,102.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,388.0,497.0,30.0,58.0,0.0,105.0
730.0,3300.0,14400.0,210.0,180.0,,,200.0,90.0,2200.0,563.0,,124.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,383.0,492.0,30.0,66.0,-60.0,40.0
730.0,3300.0,14400.0,210.0,180.0,,,200.0,90.0,2200.0,563.0,,124.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,383.0,492.0,30.0,66.0,-50.0,49.0
730.0,3300.0,14400.0,210.0,180.0,,,200.0,90.0,2200.0,563.0,,124.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,383.0,492.0,30.0,66.0,-30.0,99.0
730.0,3300.0,14400.0,210.0,180.0,,,200.0,90.0,2200.0,563.0,,124.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,383.0,492.0,30.0,66.0,0.0,111.0
600.0,2900.0,16800.0,170.0,190.0,,,200.0,100.0,2800.0000000000005,521.0,,133.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,371.0,526.0,34.0,66.0,-60.0,25.0
600.0,2900.0,16800.0,170.0,190.0,,,200.0,100.0,2800.0000000000005,521.0,,133.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,371.0,526.0,34.0,66.0,-40.0,38.0
600.0,2900.0,16800.0,170.0,190.0,,,200.0,100.0,2800.0000000000005,521.0,,133.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,371.0,526.0,34.0,66.0,-20.0,76.0
600.0,2900.0,16800.0,170.0,190.0,,,200.0,100.0,2800.0000000000005,521.0,,133.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,371.0,526.0,34.0,66.0,0.0,105.0
800.0,3100.0,16700.0,170.0,170.0,,,300.0,100.0,2500.0,502.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,391.0,522.0,30.0,64.0,-60.0,39.0
800.0,3100.0,16700.0,170.0,170.0,,,300.0,100.0,2500.0,502.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,391.0,522.0,30.0,64.0,-50.0,43.0
800.0,3100.0,16700.0,170.0,170.0,,,300.0,100.0,2500.0,502.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,391.0,522.0,30.0,64.0,-20.0,95.0
800.0,3100.0,16700.0,170.0,170.0,,,300.0,100.0,2500.0,502.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,391.0,522.0,30.0,64.0,0.0,114.0
859.9999999999999,2800.0000000000005,16800.0,230.0,200.0,,,100.0,100.0,2300.0,487.0,,77.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,389.0,564.0,28.0,69.0,-60.0,38.0
859.9999999999999,2800.0000000000005,16800.0,230.0,200.0,,,100.0,100.0,2300.0,487.0,,77.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,389.0,564.0,28.0,69.0,-40.0,51.0
859.9999999999999,2800.0000000000005,16800.0,230.0,200.0,,,100.0,100.0,2300.0,487.0,,77.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,389.0,564.0,28.0,69.0,-20.0,79.0
859.9999999999999,2800.0000000000005,16800.0,230.0,200.0,,,100.0,100.0,2300.0,487.0,,77.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,389.0,564.0,28.0,69.0,0.0,102.0
890.0,4200.0,22200.000000000004,220.0,250.0,,,200.0,100.0,600.0,466.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,517.0,672.0,24.0,56.0,-60.0,16.0
890.0,4200.0,22200.000000000004,220.0,250.0,,,200.0,100.0,600.0,466.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,517.0,672.0,24.0,56.0,-40.0,21.0
890.0,4200.0,22200.000000000004,220.0,250.0,,,200.0,100.0,600.0,466.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,517.0,672.0,24.0,56.0,-20.0,30.0
890.0,4200.0,22200.000000000004,220.0,250.0,,,200.0,100.0,600.0,466.0,,82.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,517.0,672.0,24.0,56.0,0.0,43.0
800.0,2400.0,13400.0,230.0,200.0,,,4300.0,100.0,1500.0,575.0,,86.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,554.0,554.0,30.0,67.0,-60.0,16.0
800.0,2400.0,13400.0,230.0,200.0,,,4300.0,100.0,1500.0,575.0,,86.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,554.0,554.0,30.0,67.0,-40.0,37.0
800.0,2400.0,13400.0,230.0,200.0,,,4300.0,100.0,1500.0,575.0,,86.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,554.0,554.0,30.0,67.0,-20.0,67.0
800.0,2400.0,13400.0,230.0,200.0,,,4300.0,100.0,1500.0,575.0,,86.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,554.0,554.0,30.0,67.0,0.0,92.0
950.0,4500.0,18800.0,200.0,220.0,,,4400.0,100.0,2600.0,425.0,,84.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,747.0,747.0,25.0,62.0,-60.0,10.0
950.0,4500.0,18800.0,200.0,220.0,,,4400.0,100.0,2600.0,425.0,,84.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,747.0,747.0,25.0,62.0,-40.0,17.0
950.0,4500.0,18800.0,200.0,220.0,,,4400.0,100.0,2600.0,425.0,,84.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,747.0,747.0,25.0,62.0,-20.0,32.0
950.0,4500.0,18800.0,200.0,220.0,,,4400.0,100.0,2600.0,425.0,,84.0,,,,625.0,75.36,0.0,1,4.6,200.0,3,0.0,0.0,747.0,747.0,25.0,62.0,0.0,41.0
740.0,1600.0,8400.0,150.0,260.0,,,200.0,40.0,2800.0000000000005,415.0,,84.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,352.0,459.0,36.0,72.0,-60.0,95.0
740.0,1600.0,8400.0,150.0,260.0,,,200.0,40.0,2800.0000000000005,415.0,,84.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,352.0,459.0,36.0,72.0,-40.0,139.0
740.0,1600.0,8400.0,150.0,260.0,,,200.0,40.0,2800.0000000000005,415.0,,84.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,352.0,459.0,36.0,72.0,-20.0,148.0
740.0,1600.0,8400.0,150.0,260.0,,,200.0,40.0,2800.0000000000005,415.0,,84.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,352.0,459.0,36.0,72.0,0.0,150.0
820.0,1800.0,7500.0,140.0,200.0,,,200.0,50.0,2200.0,381.0,,109.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,349.0,456.0,36.0,72.0,-60.0,67.0
820.0,1800.0,7500.0,140.0,200.0,,,200.0,50.0,2200.0,381.0,,109.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,349.0,456.0,36.0,72.0,-50.0,117.0
820.0,1800.0,7500.0,140.0,200.0,,,200.0,50.0,2200.0,381.0,,109.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,349.0,456.0,36.0,72.0,-20.0,134.0
820.0,1800.0,7500.0,140.0,200.0,,,200.0,50.0,2200.0,381.0,,109.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,349.0,456.0,36.0,72.0,0.0,155.0
700.0000000000001,1600.0,11700.0,130.0,200.0,,,200.0,100.0,2600.0,368.0,,108.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,350.0,462.0,24.0,76.0,-60.0,110.0
700.0000000000001,1600.0,11700.0,130.0,200.0,,,200.0,100.0,2600.0,368.0,,108.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,350.0,462.0,24.0,76.0,-40.0,145.0
700.0000000000001,1600.0,11700.0,130.0,200.0,,,200.0,100.0,2600.0,368.0,,108.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,350.0,462.0,24.0,76.0,-20.0,168.0
700.0000000000001,1600.0,11700.0,130.0,200.0,,,200.0,100.0,2600.0,368.0,,108.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,350.0,462.0,24.0,76.0,0.0,180.0
1100.0,1600.0,10900.0,120.0,180.0,,,300.0,100.0,2400.0,353.0,,78.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,484.0,32.0,74.0,-60.0,15.0
1100.0,1600.0,10900.0,120.0,180.0,,,300.0,100.0,2400.0,353.0,,78.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,484.0,32.0,74.0,-60.0,22.0
1100.0,1600.0,10900.0,120.0,180.0,,,300.0,100.0,2400.0,353.0,,78.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,484.0,32.0,74.0,-20.0,134.0
1100.0,1600.0,10900.0,120.0,180.0,,,300.0,100.0,2400.0,353.0,,78.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,484.0,32.0,74.0,0.0,138.0
980.0,1800.0,12900.0,170.0,170.0,,,100.0,100.0,2100.0,337.0,,61.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,359.0,503.0,28.0,72.0,-60.0,59.0
980.0,1800.0,12900.0,170.0,170.0,,,100.0,100.0,2100.0,337.0,,61.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,359.0,503.0,28.0,72.0,-40.0,95.0
980.0,1800.0,12900.0,170.0,170.0,,,100.0,100.0,2100.0,337.0,,61.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,359.0,503.0,28.0,72.0,-20.0,128.0
980.0,1800.0,12900.0,170.0,170.0,,,100.0,100.0,2100.0,337.0,,61.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,359.0,503.0,28.0,72.0,0.0,144.0
1000.0,2400.0,19100.0,160.0,160.0,,,200.0,100.0,500.0,228.0,,74.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,553.0,33.0,70.0,-60.0,30.0
1000.0,2400.0,19100.0,160.0,160.0,,,200.0,100.0,500.0,228.0,,74.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,553.0,33.0,70.0,-40.0,78.0
1000.0,2400.0,19100.0,160.0,160.0,,,200.0,100.0,500.0,228.0,,74.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,553.0,33.0,70.0,-20.0,91.0
1000.0,2400.0,19100.0,160.0,160.0,,,200.0,100.0,500.0,228.0,,74.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,376.0,553.0,33.0,70.0,0.0,122.0
960.0,1300.0,7300.0,180.0,220.0,,,4300.0,100.0,1400.0000000000002,373.0,,81.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,353.0,491.0,32.0,67.0,-60.0,14.0
960.0,1300.0,7300.0,180.0,220.0,,,4300.0,100.0,1400.0000000000002,373.0,,81.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,353.0,491.0,32.0,67.0,-40.0,72.0
960.0,1300.0,7300.0,180.0,220.0,,,4300.0,100.0,1400.0000000000002,373.0,,81.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,353.0,491.0,32.0,67.0,-20.0,111.0
960.0,1300.0,7300.0,180.0,220.0,,,4300.0,100.0,1400.0000000000002,373.0,,81.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,353.0,491.0,32.0,67.0,0.0,135.0
1200.0,2700.0,14600.0,140.0,260.0,,,4800.0,100.0,3000.0,365.0,,77.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,689.0,689.0,34.0,69.0,-60.0,41.0
1200.0,2700.0,14600.0,140.0,260.0,,,4800.0,100.0,3000.0,365.0,,77.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,689.0,689.0,34.0,69.0,-20.0,78.0
1200.0,2700.0,14600.0,140.0,260.0,,,4800.0,100.0,3000.0,365.0,,77.0,,,,625.0,72.24,0.0,1,4.4,200.0,3,0.0,0.0,689.0,689.0,34.0,69.0,0.0,113.0
