Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
0.032,0.45,1.27,0.008,0.01,0.0321,0.0094,180.0,23.0,1.0,250.0,0.0,0.0,2.124188268802344,0.9469368049254216,0.33289723916652947,0.10659178830159473,0.3361337265265139,0.013,0.009,0.0010449757775985728,0.007917468099959347,0.0,1.0,0.0,,,,,0.0,152.0
0.032,0.45,1.27,0.008,0.01,0.0321,0.0094,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.8917790031359918,0.01,0.11,0.013,0.009,0.001320379212029982,0.02570175799601323,0.0,1.0,0.0,,,,,20.0,195.0
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.2,5.886153297586692,0.7833686274068195,0.669800129366764,0.11,0.011,0.008,0.0013105337793474945,0.0451821458785006,0.0,1.0,0.0,488.0,,,,,
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.5864112708799567,0.6169315926703469,0.396966291346844,0.599309993396419,0.33940258928081546,0.011,0.008,0.0006549498683337358,0.005967944939540344,0.0,1.0,0.0,,,,,-60.0,29.0
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.2,4.281433025016579,0.19944565932093866,0.01,0.4771535045597378,0.011,0.008,0.0019343065633978978,0.02028301771009307,0.0,1.0,0.0,,,,,-40.0,71.0
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.765111288616368,0.01,0.2183899965582567,0.011,0.008,0.0011610259256109188,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,143.0
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.7610605463580803,3.4096986783759102,0.6483407879127436,0.42495878371969653,0.3936474271528603,0.011,0.008,0.0013288136889155796,0.02264758103788608,0.0,1.0,0.0,,,,,0.0,186.0
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.027334386248534792,8.8794070369176,1.5752132774973275,0.01,0.3067994073911087,0.011,0.008,0.0011660401190172784,0.057847122329826375,0.0,1.0,0.0,,,,,20.0,195.0
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.0455674967160842,0.09989337061260184,0.01,0.3208931574516384,0.012,0.009,0.0010475245623880727,0.0283625698396495,0.0,1.0,0.0,506.0,,,,,
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,0.2,2.0621436922220147,0.14968206747034915,0.01,0.11,0.012,0.009,0.0010359864913044063,0.004975588318496467,0.0,1.0,0.0,,,,,-60.0,57.0
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,1.1135900295672505,2.3283949260254935,0.3893626584798333,0.21798845955926033,0.35330461300556915,0.012,0.009,0.0011831850016756035,0.019404024829978814,0.0,1.0,0.0,,,,,-40.0,88.0
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,0.2,7.730000600629795,0.6109384023870202,0.5771884434713813,0.19379802412230196,0.012,0.009,0.001451323145794649,0.04339508531652902,0.0,1.0,0.0,,,,,-20.0,143.0
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,1.1097153014475092,5.166768712472065,0.6284937385479307,0.01,0.13167070265760714,0.012,0.009,0.001660179004543131,0.028841663605007783,0.0,1.0,0.0,,,,,0.0,167.0
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,1.9149225885219447,3.9116342140835756,0.5928215491563584,0.20326403127392328,0.12018423917435873,0.012,0.009,0.001361525905101325,0.025103271901549006,0.0,1.0,0.0,,,,,20.0,183.0
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.36992266274282837,5.5932940170049275,0.9764005811407447,0.01,0.23796707696678146,0.011,0.007,0.002176496976215045,0.055190383034087714,0.0,1.0,0.0,400.0,,,,,
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.7373891257102428,1.0402644359805493,0.00048010072259192793,0.01,0.5627630347289841,0.011,0.007,0.002039430944797882,0.02467687563933566,0.0,1.0,0.0,,,,,-60.0,43.0
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.2,7.351670640845421,0.8224705450521647,0.44566172679925464,0.11,0.011,0.007,0.0008086919715426832,0.02132264271329123,0.0,1.0,0.0,,,,,-40.0,98.0
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.2,2.2594976474634056,0.6318008683877906,0.5085568761638831,0.32528544188035813,0.011,0.007,0.00042847993789635905,0.005785192795870185,0.0,1.0,0.0,,,,,-20.0,157.0
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.2,2.81848409330014,0.6262555909337412,0.01,0.27692037637055994,0.011,0.007,0.001888424108523566,0.03385482183651756,0.0,1.0,0.0,,,,,0.0,190.0
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.9626407166756303,6.3260281472261,0.9951046304483695,0.01,0.21287834563336183,0.011,0.007,0.0020255625698274646,0.04759820890814742,0.0,1.0,0.0,,,,,20.0,200.0
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.396966291346844,0.728533462036384,0.6295434897866242,0.01,0.007,0.0008288796154097523,0.026023694846918626,0.0,1.0,0.0,430.0,,,,,
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.7037705404037038,1.1474793313753615,0.9372900887503168,1.1093758040494295,0.09830250981298493,0.01,0.007,0.0008228541663074429,0.015040925329488964,0.0,1.0,0.0,,,,,-60.0,12.0
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.7367242582279874,6.486057516880466,1.0772807438019374,0.01,0.18364547334203418,0.01,0.007,0.0007834624766973933,0.03171646137545093,0.0,1.0,0.0,,,,,-40.0,86.0
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.2,5.001757335591874,0.9600350203813794,0.01,0.3717768251274618,0.01,0.007,0.0005272012881434485,0.02857098571171851,0.0,1.0,0.0,,,,,-20.0,124.0
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.2,7.07997614122594,0.5649668727886393,0.01,0.4128769460438933,0.01,0.007,0.001656297136185845,0.03381579185521566,0.0,1.0,0.0,,,,,0.0,176.0
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.09097045287744271,0.9429492130709202,0.9557475867659605,0.6435816529665312,0.04754215157789039,0.01,0.007,0.0012015084402071377,0.011040356253669312,0.0,1.0,0.0,,,,,20.0,181.0
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,1.9406249044026473,1.0264574724303084,0.396966291346844,0.01,0.11,0.009,0.007,0.0006286175325343884,0.010362292373720789,0.0,1.0,0.0,473.0,,,,,
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,0.22370159006888304,1.0455219643559597,0.7125757612746403,0.01,0.2583938501974772,0.009,0.007,0.0006286175325343884,0.01171830535117923,0.0,1.0,0.0,,,,,-60.0,20.0
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,1.0114567057061223,6.953276321756531,0.9423951313709975,0.026312144460797268,0.061147243485164676,0.009,0.007,0.0012466818278241874,0.029007381293196088,0.0,1.0,0.0,,,,,-40.0,129.0
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,0.9392750593796695,2.2068448114576142,0.29201546195724815,0.6684460749859138,0.8690463781919149,0.009,0.007,0.00022048596510869812,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,143.0
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,0.2,3.154551569851461,0.641129038381445,0.8327766611748779,0.6307243677749467,0.009,0.007,0.0014375674078890071,0.03572901510618802,0.0,1.0,0.0,,,,,0.0,171.0
0.059,0.3,1.44,0.006,0.01,0.0305,0.0065,180.0,23.0,1.0,250.0,0.0,0.0,0.9837974138433483,2.487941318230131,1.0001731792574735,0.01,0.16369768130601506,0.009,0.007,0.002252967911914053,0.006286372997167829,0.0,1.0,0.0,,,,,20.0,179.0
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.2,5.204255928392362,0.37361204800477454,0.29819383929000026,0.24253035044067572,0.009,0.007,0.0011274924422159719,0.022416454957443144,0.0,1.0,0.0,496.0,,,,,
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.07028398364777935,0.25530621285432653,0.7194819256290744,0.009,0.007,0.0012088453414354097,0.005967944939540344,0.0,1.0,0.0,,,,,-60.0,88.0
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.5645612054265026,3.1690150883476753,0.7122329417712189,0.3196099379588087,0.5271892824683652,0.009,0.007,0.0013958977693336947,0.005824002606033964,0.0,1.0,0.0,,,,,-40.0,121.0
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.8633676332975173,1.1474793313753615,0.396966291346844,0.01,0.8729265928297332,0.009,0.007,0.00014518261736446022,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,150.0
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.1606643544648512,1.1474793313753615,0.396966291346844,0.3670595942882914,0.6365572373354089,0.009,0.007,0.0012669601420080504,0.0004863528353062606,0.0,1.0,0.0,,,,,0.0,152.0
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,2.3697575466749177,1.1474793313753615,0.01730890607476393,0.4413796365113659,0.44995703590564406,0.009,0.007,0.001213343426519601,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,174.0
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,0.11091929416844032,3.0441341407919036,0.7080502142279546,0.05456995159248351,0.4544263595930418,0.014,0.003,0.0018988030730558,0.025896852768882338,0.0,1.0,0.0,430.0,,,,,
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,0.1816124349631525,6.481827564252644,0.9391701769573017,0.9104120845705552,0.22261851147862072,0.014,0.003,0.0020644703507396276,0.04069926457741238,0.0,1.0,0.0,,,,,-60.0,39.0
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,1.472862051306135,2.587262723049041,1.376033344450268,0.12803127157195487,0.023072194752640413,0.014,0.003,0.0012091717596978936,0.0344158816203638,0.0,1.0,0.0,,,,,-40.0,95.0
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,0.6128994977546123,4.9695628542845425,0.4441857833163522,0.6070404958914069,0.11,0.014,0.003,0.0012608960105151429,0.04562390875232138,0.0,1.0,0.0,,,,,-20.0,160.0
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,1.0173515002460536,7.199743328919692,1.0202009150314306,0.01,0.10924932366806704,0.014,0.003,0.0026555468939099074,0.0562117064528564,0.0,1.0,0.0,,,,,0.0,148.0
0.09,0.41,0.78,0.013,0.01,0.0421,0.0036,180.0,23.0,1.0,250.0,0.0,0.0,1.3253564437122187,1.7304437993793578,0.5084544143283093,0.8467761966370293,0.11,0.014,0.003,0.0006849145542370666,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,198.0
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,0.9359540653307992,1.1474793313753615,0.33192666934396076,0.2208595894779431,0.282488136086346,0.012,0.008,0.0008789122412041761,0.005967944939540344,0.0,1.0,0.0,450.0,,,,,
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,1.0707329119493723,5.2282135960191285,0.7038099215551492,0.5459370984806781,0.06828375537037322,0.012,0.008,0.002391569021996209,0.027699339288527917,0.0,1.0,0.0,,,,,-60.0,60.0
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,1.2969029551176794,5.662375216371355,0.36203451208719967,0.9402804360754349,0.22211888476375224,0.012,0.008,0.0003370232075647771,0.040694222365473126,0.0,1.0,0.0,,,,,-40.0,117.0
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,0.2,2.6352315157121593,0.5960050981509398,0.01,0.11,0.012,0.008,0.000861788497893221,0.0020712983056612767,0.0,1.0,0.0,,,,,-20.0,162.0
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,1.627229627908722,1.1474793313753615,0.396966291346844,0.09037486959473187,0.6332440540923296,0.012,0.008,0.0014239458534281543,0.005967944939540344,0.0,1.0,0.0,,,,,0.0,186.0
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,0.6140256048872312,2.2401138422320885,0.7615664361250996,0.33097613415483634,0.31895690134501453,0.012,0.008,0.0010718521167123038,0.016147957620835086,0.0,1.0,0.0,,,,,20.0,188.0
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,0.2,6.026067070168137,1.3567937076241083,0.4380103728593794,0.11,0.012,0.003,0.0017116353973357131,0.015154723049446102,0.0,1.0,0.0,478.0,,,,,
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,0.5098800760589692,5.183414393540197,0.8264049599038381,0.42907378638329374,0.11,0.012,0.003,0.0015966907440460158,0.04956063520769164,0.0,1.0,0.0,,,,,-60.0,81.0
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,1.2417477748789514,4.201128761716304,0.6863993683793014,0.01,0.16142514726349907,0.012,0.003,0.001454596281733461,0.007995011831790983,0.0,1.0,0.0,,,,,-40.0,110.0
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,1.639368936060432,3.9625632018584183,0.4391850629383593,0.2023658297081477,0.11,0.012,0.003,0.0014260313874000215,0.03438870244501285,0.0,1.0,0.0,,,,,-20.0,157.0
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,0.08021884628383658,2.723708119948402,0.10796801163450737,0.01,0.03774702772961451,0.012,0.003,0.0006480746228288044,0.009133123466328963,0.0,1.0,0.0,,,,,0.0,160.0
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.9319121829948067,0.8816276892828163,0.11,0.012,0.003,0.000786921215128777,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,174.0
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.4514007871467749,1.1850941431149709,0.396966291346844,0.45180755377872334,0.4158917101789332,0.013,0.003,0.0022036014584943557,0.005967944939540344,0.0,1.0,0.0,541.0,,,,,
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.26428419579393536,2.390038088989768,0.29147506178871574,0.24166727021397338,0.0889984563986303,0.013,0.003,0.0021768027846954772,0.02305103211787371,0.0,1.0,0.0,,,,,-60.0,53.0
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.2,4.444451414947212,1.38887964487246,0.0791260368397375,0.019477526624118544,0.013,0.003,0.0010158362747166327,0.05256122450005797,0.0,1.0,0.0,,,,,-40.0,95.0
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.11908265099732834,3.7623814555945483,0.396966291346844,0.01,0.2914894815287613,0.013,0.003,0.0002489952685978201,0.03634764562103272,0.0,1.0,0.0,,,,,-20.0,126.0
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,1.2154436346831,6.97435551768713,1.2710484033391527,0.22577329902243354,0.17020576057613068,0.013,0.003,0.001815571607751766,0.06293875374545546,0.0,1.0,0.0,,,,,0.0,148.0
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.1840201967518217,0.4375430357977539,0.6064088823214604,0.20027552093647039,0.11,0.013,0.003,0.001625441855670665,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,188.0
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,0.5543591468114298,4.522863679744636,0.4460524945127927,0.01,0.3262805605884715,0.015,0.005,0.0014522162480512537,0.02356182009808373,0.0,1.0,0.0,445.0,,,,,
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,0.2,0.7377484915100623,0.49008392083061264,0.19441021694509947,0.24935717827980236,0.015,0.005,0.0010949087191654927,0.018887072972851502,0.0,1.0,0.0,,,,,-60.0,86.0
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,1.1508581570796004,1.1474793313753615,0.396966291346844,1.1798250697289887,0.11,0.015,0.005,0.0010693986847182036,0.005967944939540344,0.0,1.0,0.0,,,,,-40.0,114.0
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,1.1340466179115265,1.1474793313753615,0.396966291346844,0.42512393181134833,0.030423543555792742,0.015,0.005,0.0017177166092015826,0.007358596199785768,0.0,1.0,0.0,,,,,-20.0,140.0
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.5677387805689081,0.3059004978711626,0.11,0.015,0.005,0.0005263970660164031,0.005967944939540344,0.0,1.0,0.0,,,,,0.0,183.0
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,1.3052009121630102,1.1474793313753615,0.1345397783022363,0.01,0.9045793227082126,0.015,0.005,0.0021117353729449735,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,190.0
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,0.2,2.5938869824019006,0.24523472885474584,0.27767902526076765,0.32435613826504583,0.015,0.003,0.0020975964421948022,0.024388898671519846,0.0,1.0,0.0,516.0,,,,,
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,2.066806501646804,2.9450485293933246,0.7378038258370794,0.01,0.2510215868585857,0.015,0.003,0.0010283570662634857,0.021447437635393408,0.0,1.0,0.0,,,,,-60.0,100.0
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,1.3087203651556019,0.2856003261462492,1.0307055353407413,0.24849550406820187,0.542876852429776,0.015,0.003,0.00047175672954549014,0.005967944939540344,0.0,1.0,0.0,,,,,-40.0,138.0
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,1.3169573917489457,1.1474793313753615,0.24252039022544158,0.219414153827165,0.11,0.015,0.003,0.0011103334967584781,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,145.0
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,0.2,4.617614357939317,0.8312166854939047,0.6453429005058925,0.11,0.015,0.003,0.0012186224080180928,0.02768520135058164,0.0,1.0,0.0,,,,,0.0,162.0
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,1.459146754445039,5.930633516157203,1.2610628214672608,0.893878325886052,0.11,0.015,0.003,0.0015766337439373774,0.03906477410233636,0.0,1.0,0.0,,,,,20.0,176.0
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.8816822424555164,1.1932336330729238,0.21980026892944782,0.7328348101826273,0.11,0.013,0.003,0.0015972501019080958,0.005967944939540344,0.0,1.0,0.0,526.0,,,,,
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.21699843042785946,1.7601193164800824,0.5256410228683865,0.794328948846583,0.11,0.013,0.003,0.0006286175325343884,0.007211913625253627,0.0,1.0,0.0,,,,,-60.0,89.0
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,1.8917731799891913,1.1580663284391752,0.7793275900612014,0.3785152640882872,0.26555583667192384,0.013,0.003,0.0009303661490696086,0.0004925726797490055,0.0,1.0,0.0,,,,,-40.0,114.0
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.8268047228723794,0.38658094853733427,0.01,0.2981258117621324,0.013,0.003,0.0015455918793866952,0.005152010586885901,0.0,1.0,0.0,,,,,-20.0,136.0
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.2,4.115498178693698,1.2797585966482319,0.01,0.1746985241002969,0.013,0.003,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,0.0,167.0
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.36847922983161474,0.8905688361809532,0.7284573545514912,0.013,0.003,0.0010091292894924234,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,174.0
0.11,0.36,2.18,0.008,0.011,0.0342,0.0074,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.1474793313753615,0.013118842474982961,0.19078515461584772,0.11,0.012,0.003,0.0012732435853595539,0.005967944939540344,0.0,1.0,0.0,617.0,,,,,
0.11,0.36,2.18,0.008,0.011,0.0342,0.0074,180.0,23.0,1.0,250.0,0.0,0.0,0.5725366050782946,3.7810771987627056,0.3942315787862164,0.07705939259786666,0.24618175437942236,0.012,0.003,0.0019773249394919924,0.02574394407663924,0.0,1.0,0.0,,,,,-60.0,52.0
0.11,0.36,2.18,0.008,0.011,0.0342,0.0074,180.0,23.0,1.0,250.0,0.0,0.0,0.6245517586996672,6.627618954163832,0.9516853817534001,0.01,0.42344821665899157,0.012,0.003,0.0012590621788664694,0.04734931736381236,0.0,1.0,0.0,,,,,-40.0,64.0
0.11,0.36,2.18,0.008,0.011,0.0342,0.0074,180.0,23.0,1.0,250.0,0.0,0.0,0.2,1.2639006946573843,0.34361273354038596,0.01,0.310359907046023,0.012,0.003,0.0004882306846537178,0.008082043098312052,0.0,1.0,0.0,,,,,-20.0,107.0
0.11,0.36,2.18,0.008,0.011,0.0342,0.0074,180.0,23.0,1.0,250.0,0.0,0.0,0.41608146227587867,3.316072116515459,0.8090806635071478,0.4239028532339336,0.409190652874916,0.012,0.003,0.0014949643445629995,0.041200734264087595,0.0,1.0,0.0,,,,,0.0,129.0
0.11,0.36,2.18,0.008,0.011,0.0342,0.0074,180.0,23.0,1.0,250.0,0.0,0.0,1.6338359223821848,8.504749699507277,1.2252404939703188,0.49739461849921734,0.11,0.012,0.003,0.0007778870214893459,0.047374092200209474,0.0,1.0,0.0,,,,,20.0,162.0
0.057,0.62,1.22,0.01,0.012,0.11,0.0043,280.0,30.0,2.8,200.0,200.0,14.0,0.05,0.09,0.396966291346844,0.011,0.0016006430520358605,0.018,0.007,0.0001,0.003,0.0,1.0,2.0,,538.0,,,,
0.053,0.68,1.3,0.01,0.01,0.13,0.0039,280.0,30.0,2.8,200.0,200.0,14.0,0.04,0.06,0.396966291346844,0.009,0.13868399215830884,0.017,0.007,0.0001,0.003,0.0,1.0,2.0,,552.0,,,,
0.058,0.59,1.12,0.013,0.015,0.064,0.0073,280.0,30.0,2.8,200.0,200.0,14.0,0.03,0.12,0.23760980958545194,0.015,0.22286597892255508,0.008,0.011,0.0001,0.002,0.0,1.0,2.0,,552.0,,,,
0.053,0.7,1.28,0.013,0.015,0.0622,0.0071,280.0,30.0,2.8,200.0,200.0,14.0,0.03,0.1,0.29687808326991616,0.015,0.44049846102795986,0.008,0.012,0.0002,0.002,0.0,1.0,2.0,,557.0,,,,
0.055,0.42,0.9,0.016,0.012,0.078,0.0046,285.0,32.0,2.9,200.0,200.0,14.0,0.55,0.06,0.2199725864415943,0.012,0.02290272222162687,0.022,0.002,0.0001,0.007,0.0,1.0,2.0,,552.0,,,,
0.069,0.56,1.12,0.016,0.011,0.0837,0.0041,280.0,30.0,2.8,200.0,200.0,14.0,0.58,0.06,0.06268469001586305,0.013,1.0271061639809456,0.028,0.003,0.0003,0.009,0.0,1.0,2.0,,572.0,,,,
0.065,0.59,1.17,0.015,0.011,0.0781,0.0034,280.0,30.0,2.8,200.0,200.0,14.0,0.62,0.05,0.01615329830902909,0.013,0.7724767161231585,0.026,0.003,0.0003,0.01,0.0,1.0,2.0,,582.0,,,,
0.066,0.23,0.79,0.015,0.015,0.0796,0.007,285.0,32.0,2.9,200.0,200.0,14.0,0.03,0.11,0.23327056902111468,0.013,0.3124288122955577,0.031,0.021,0.0016,0.007,0.0,1.0,2.0,,498.0,,,,
0.067,0.39,1.12,0.014,0.016,0.0684,0.0074,280.0,30.0,2.8,200.0,200.0,14.0,0.03,0.1,0.035899785032154574,0.016,0.34801338110716273,0.057,0.046,0.0028,0.01,0.0,1.0,2.0,,538.0,,,,
0.062,0.37,1.1,0.015,0.014,0.0816,0.0069,280.0,30.0,2.8,200.0,200.0,14.0,0.02,0.08,0.396966291346844,0.015,0.32707058925285304,0.039,0.051,0.0028,0.001,0.0,1.0,2.0,,533.0,,,,
