Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
0.055,0.34,0.81,0.01,0.009,0.0466,0.0059,285.0,32.0,2.9,200.0,200.0,14.0,0.02,0.05,0.5152564009314828,0.011,0.11,0.002,0.004,0.0001,0.001,0.0,1.0,2.0,,491.0,,,,
0.066,0.56,1.14,0.01,0.011,0.0495,0.0034,280.0,30.0,2.8,200.0,200.0,14.0,0.02,0.07,0.485891148793387,0.016,0.15682058109485886,0.003,0.004,0.0001,0.003,0.0,1.0,2.0,,533.0,,,,
0.067,0.51,1.08,0.013,0.011,0.0412,0.0046,280.0,30.0,2.8,200.0,200.0,14.0,0.02,0.08,0.33054750154989393,0.015,0.07706004943486369,0.003,0.004,0.0001,0.002,0.0,1.0,2.0,,533.0,,,,
0.054,0.5,1.68,0.009,0.015,0.069,0.0048,280.0,30.0,2.8,200.0,200.0,14.0,0.01,0.1,0.10987428646620906,0.008,0.13703810954558904,0.007,0.011,0.0001,0.002,0.0,1.0,2.0,,557.0,,,,
0.046,0.53,1.74,0.008,0.015,0.0736,0.0037,280.0,30.0,2.8,200.0,200.0,14.0,0.01,0.09,0.396966291346844,0.006,0.04472674818677175,0.008,0.013,0.0001,0.002,0.0,1.0,2.0,,552.0,,,,
0.07,0.46,1.19,0.01,0.018,0.0771,0.0046,280.0,30.0,2.8,200.0,200.0,14.0,0.01,0.1,0.3203882411253385,0.016,0.30920665545358694,0.043,0.037,0.0019,0.007,0.0,1.0,2.0,,538.0,,,,
0.059,0.46,1.25,0.009,0.015,0.0788,0.0057,280.0,30.0,2.8,200.0,200.0,14.0,0.01,0.06,0.3003570728232851,0.013,0.07046817448073787,0.041,0.044,0.0019,0.006,0.0,1.0,2.0,,535.0,,,,
0.068,0.35,1.06,0.006,0.009,0.0416,0.0063,170.0,21.0,1.0,200.0,0.0,0.0,0.6043433771622155,0.027,0.06086053560455723,0.01,0.30059341305903775,0.0036,0.007641330215113547,0.0013986099397863688,0.02819748645239907,0.0,1.0,0.0,,,,,-62.0,100.0
0.068,0.35,1.06,0.006,0.009,0.0416,0.0063,170.0,21.0,1.0,200.0,580.0,2.0,0.7388733417237561,0.027,0.581508220112394,0.01,0.7184298263947366,0.0036,0.007641330215113547,0.0010703201295606296,0.005967944939540344,0.0,1.0,0.0,,,,,-78.0,100.0
0.071,0.36,1.09,0.006,0.009,0.0418,0.0071,170.0,21.0,1.0,200.0,0.0,0.0,0.1493880454706579,0.41,0.7532875499040234,0.27611877241265725,0.11,0.0041,0.029118781028873594,0.0005752693132834233,0.005967944939540344,0.0,1.0,0.0,,,,,-61.0,100.0
0.071,0.36,1.09,0.006,0.009,0.0418,0.0071,170.0,21.0,1.0,200.0,580.0,2.0,0.2940376537613078,0.41,0.4757923445129445,0.01,1.0023646126020846,0.0041,0.010976428627094015,0.00013484573929086645,0.008568315091458742,0.0,1.0,0.0,,,,,-73.0,100.0
0.072,0.35,1.05,0.005,0.007,0.0421,0.0073,170.0,21.0,1.0,200.0,0.0,0.0,0.2,0.79,0.396966291346844,0.01,0.11,0.0037,0.001533777580935567,0.0003334236308323904,0.028956968665608512,0.0,1.0,0.0,,,,,-63.0,100.0
0.072,0.35,1.05,0.005,0.007,0.0421,0.0073,170.0,21.0,1.0,200.0,580.0,2.0,1.040796500581324,0.79,0.3351631630305482,0.01,0.22793267485269442,0.0037,0.009753722668415999,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-68.0,100.0
0.075,0.35,1.09,0.006,0.008,0.0424,0.0087,170.0,21.0,1.0,200.0,0.0,0.0,0.5118291264506978,1.22,0.5201808025546766,0.13345217206701296,0.8465409964894506,0.0052,0.018768467646622697,0.0013075966064885602,0.01870947156429084,0.0,1.0,0.0,,,,,-57.0,100.0
0.075,0.35,1.09,0.006,0.008,0.0424,0.0087,170.0,21.0,1.0,200.0,580.0,2.0,1.8642501995911034,1.22,0.7376733254148112,0.01,0.5022866853415857,0.0052,0.010438945238492496,0.00044361072303189617,0.0027201561819460316,0.0,1.0,0.0,,,,,-60.0,100.0
0.07,0.34,1.06,0.006,0.008,0.0463,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,0.2,1.57,0.5140404437151566,0.01,0.3900942858298875,0.0041,0.023558185508675906,0.0006286175325343884,0.030586731687113202,0.0,1.0,0.0,,,,,-40.0,100.0
0.07,0.34,1.06,0.006,0.008,0.0463,0.0085,170.0,21.0,1.0,200.0,580.0,2.0,2.2035204121900454,1.57,0.3677838473459125,0.01,0.41770010572975724,0.0041,0.007641330215113547,0.0016541813763096395,0.014364870737167214,0.0,1.0,0.0,,,,,-48.0,100.0
0.073,0.34,1.07,0.006,0.007,0.043,0.0089,170.0,21.0,1.0,200.0,0.0,0.0,0.3513457582246274,1.97,0.8712232225609713,0.01,0.29574792897837165,0.004,0.004052000242770019,0.00104402715036833,0.018233214381279332,0.0,1.0,0.0,,,,,-25.0,100.0
0.073,0.34,1.07,0.006,0.007,0.043,0.0089,170.0,21.0,1.0,200.0,580.0,2.0,1.0596690973398122,1.97,0.396966291346844,0.01,0.17898356348583458,0.004,0.004578539706269719,6.362035196085593e-05,0.00136597036058002,0.0,1.0,0.0,,,,,-40.0,100.0
0.077,0.35,1.05,0.006,0.008,0.0424,0.0088,170.0,21.0,1.0,200.0,0.0,0.0,0.2,2.28,0.396966291346844,0.6978954371304726,0.11,0.0037,0.01600630876180001,0.0006052063120174523,0.006114488233946768,0.0,1.0,0.0,,,,,1.0,100.0
0.077,0.35,1.05,0.006,0.008,0.0424,0.0088,170.0,21.0,1.0,200.0,580.0,2.0,0.2,2.28,1.2022475056583874,0.06803067098037632,0.17118588495291243,0.0037,0.0210055710088204,0.0016490850959556473,0.013624544553125036,0.0,1.0,0.0,,,,,-25.0,100.0
0.072,0.38,1.09,0.006,0.009,0.0467,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,0.2,2.8,1.3931401120343523,0.20784086011535138,0.11,0.0033,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,100.0
0.072,0.38,1.09,0.006,0.009,0.0467,0.0085,170.0,21.0,1.0,200.0,580.0,2.0,0.2,2.8,0.653361371225813,0.0815795051227334,0.11,0.0033,0.007833026545647197,0.0006286175325343884,0.01891404509219993,0.0,1.0,0.0,,,,,1.0,100.0
0.05,0.29,0.72,0.007,0.009,0.025,0.008,680.0,34.0,2.0,200.0,0.0,0.0,0.77,0.52,0.23,0.12332172893378407,1.19,0.007,0.021,0.0021,0.033,0.0,1.0,1.0,649.0,,,,,
0.05,0.27,0.75,0.006,0.01,0.019,0.008,680.0,34.0,3.3,200.0,0.0,0.0,0.75,0.5,0.23,0.1652534726318239,1.05,0.007,0.018,0.0021,0.032,0.0,1.0,1.0,576.0,,,,,
0.05,0.26,0.75,0.006,0.01,0.021,0.008,680.0,34.0,4.6,200.0,0.0,0.0,0.75,0.5,0.24,0.01,1.04,0.007,0.018,0.0025,0.032,0.0,1.0,1.0,556.0,,,,,
0.05,0.27,0.77,0.005,0.01,0.021,0.008,665.0,34.0,5.3,200.0,0.0,0.0,0.73,0.49,0.24,0.01,1.04,0.007,0.017,0.0025,0.031,0.0,1.0,1.0,538.0,,,,,
0.05,0.26,0.98,0.005,0.012,0.024,0.008,670.0,34.0,2.0,200.0,0.0,0.0,0.54,0.41,0.27,0.17082178826076008,0.85,0.01,0.014,0.0026,0.02,0.0,1.0,1.0,571.0,,,,,
0.05,0.25,0.98,0.005,0.011,0.023,0.008,670.0,34.0,3.3,200.0,0.0,0.0,0.55,0.42,0.27,0.01,0.81,0.01,0.015,0.0026,0.021,0.0,1.0,1.0,561.0,,,,,
0.05,0.24,0.97,0.005,0.012,0.023,0.008,670.0,34.0,4.6,200.0,0.0,0.0,0.53,0.4,0.26,0.01,0.82,0.009,0.014,0.0021,0.02,0.0,1.0,1.0,552.0,,,,,
0.04,0.24,0.98,0.005,0.012,0.021,0.008,670.0,34.0,5.3,200.0,0.0,0.0,0.53,0.4,0.27,0.9622535262876868,0.82,0.009,0.013,0.0025,0.019,0.0,1.0,1.0,541.0,,,,,
0.05,0.35,0.79,0.007,0.011,0.021,0.008,640.0,34.0,2.0,200.0,0.0,0.0,1.39,0.56,0.28,0.34180317248602654,0.96,0.004,0.02,0.0015,0.033,0.0,1.0,1.0,678.0,,,,,
0.05,0.36,0.82,0.007,0.011,0.019,0.008,660.0,34.0,3.3,200.0,0.0,0.0,1.44,0.55,0.29,0.2247486619448976,0.92,0.005,0.019,0.0014,0.032,0.0,1.0,1.0,636.0,,,,,
0.05,0.36,0.85,0.007,0.012,0.021,0.008,660.0,34.0,4.6,200.0,0.0,0.0,1.49,0.55,0.31,0.01,0.89,0.004,0.017,0.0019,0.032,0.0,1.0,1.0,601.0,,,,,
0.05,0.36,0.86,0.007,0.012,0.02,0.008,660.0,34.0,5.3,200.0,0.0,0.0,1.5,0.54,0.31,1.2152513876402904,0.87,0.005,0.016,0.0017,0.031,0.0,1.0,1.0,585.0,,,,,
0.05,0.39,1.1,0.006,0.013,0.022,0.007,660.0,34.0,2.0,200.0,0.0,0.0,1.87,0.53,0.37,0.01,0.57,0.006,0.016,0.0012,0.021,0.0,1.0,1.0,592.0,,,,,
0.05,0.38,1.11,0.005,0.014,0.022,0.007,660.0,34.0,3.3,200.0,0.0,0.0,1.89,0.52,0.37,0.9225358198697958,0.56,0.005,0.015,0.0011,0.02,0.0,1.0,1.0,555.0,,,,,
0.05,0.39,1.1,0.006,0.013,0.022,0.008,660.0,34.0,4.6,200.0,0.0,0.0,1.87,0.52,0.37,0.5794386070466203,0.57,0.006,0.014,0.0013,0.021,0.0,1.0,1.0,547.0,,,,,
0.05,0.4,1.12,0.006,0.014,0.021,0.007,660.0,34.0,5.3,200.0,0.0,0.0,1.9,0.51,0.37,0.01,0.55,0.006,0.014,0.0011,0.02,0.0,1.0,1.0,543.0,,,,,
0.07,0.53,1.72,0.012,0.016,0.0176,0.0054,700.0,32.0,4.8,200.0,0.0,0.0,0.01,0.03,0.01,0.01,0.03,0.024,0.021,0.0007,0.005967944939540344,0.0,1.0,1.0,462.0,638.0,31.0,67.0,-28.0,35.0
0.08,0.59,1.84,0.013,0.016,0.0155,0.0054,700.0,32.0,4.8,200.0,0.0,0.0,0.01,0.05,0.01,0.01,0.38,0.023,0.024,0.0008,0.005967944939540344,0.0,1.0,1.0,507.0,694.0,30.0,58.0,9.0,35.0
0.08,0.62,1.86,0.013,0.016,0.0174,0.0054,700.0,32.0,4.8,200.0,0.0,0.0,0.01,0.05,0.01,0.01,0.81,0.023,0.022,0.001,0.005967944939540344,0.0,1.0,1.0,523.0,714.0,30.0,53.0,-5.0,35.0
0.08,0.58,1.83,0.013,0.016,0.0171,0.0055,700.0,32.0,4.8,200.0,0.0,0.0,0.45,0.05,0.01,0.01,0.03,0.023,0.023,0.0006,0.005967944939540344,0.0,1.0,1.0,522.0,709.0,30.0,54.0,-11.0,35.0
0.08,0.59,1.84,0.013,0.015,0.0168,0.0049,700.0,32.0,4.8,200.0,0.0,0.0,0.45,0.05,0.01,0.01,0.4,0.025,0.024,0.0009,0.005967944939540344,0.0,1.0,1.0,500.0,731.0,28.0,49.0,11.0,35.0
0.08,0.62,1.85,0.013,0.017,0.0152,0.0052,700.0,32.0,4.8,200.0,0.0,0.0,0.45,0.05,0.01,0.01,0.81,0.022,0.024,0.001,0.005967944939540344,0.0,1.0,1.0,504.0,743.0,27.0,46.0,18.0,35.0
0.08,0.62,1.83,0.013,0.014,0.0185,0.0067,700.0,32.0,4.8,200.0,0.0,0.0,1.51,0.05,0.01,0.01,0.03,0.023,0.02,0.0007,0.005967944939540344,0.0,1.0,1.0,515.0,737.0,26.0,48.0,0.0,35.0
0.07,0.59,1.85,0.013,0.014,0.0146,0.0057,700.0,32.0,4.8,200.0,0.0,0.0,1.5,0.05,0.01,0.01,0.42,0.025,0.02,0.0009,0.005967944939540344,0.0,1.0,1.0,515.0,810.0,24.0,41.0,30.0,35.0
0.08,0.66,1.92,0.013,0.015,0.0148,0.0051,700.0,32.0,4.8,200.0,0.0,0.0,1.54,0.05,0.01,0.01,0.89,0.026,0.023,0.0013,0.008048934897154629,0.0,1.0,1.0,542.0,829.0,26.0,51.0,33.0,35.0
0.09,0.63,1.9,0.013,0.015,0.0165,0.0056,700.0,32.0,4.8,200.0,0.0,0.0,0.01,0.05,0.01,0.01,0.04,0.025,0.019,0.0036,0.03335188584953949,0.0,1.0,1.0,466.0,761.0,29.0,44.0,37.0,35.0
0.08,0.67,1.94,0.013,0.015,0.0142,0.0057,700.0,32.0,4.8,200.0,0.0,0.0,0.51,0.05,0.01,0.01,0.43,0.028,0.022,0.004,0.032809430317437244,0.0,1.0,1.0,489.0,807.0,27.0,42.0,51.0,35.0
0.08,0.68,1.94,0.013,0.015,0.0132,0.0055,700.0,32.0,4.8,200.0,0.0,0.0,1.54,0.05,0.01,0.01,0.85,0.029,0.027,0.0044,0.02723322188464774,0.0,1.0,1.0,546.0,869.0,21.0,28.0,55.0,35.0
0.07,0.34,0.95,0.027,0.021,0.0423,0.009,170.0,21.0,2.7,250.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.007,0.0035,0.00108381456070156,0.006,0.0,1.0,0.0,456.2,529.8,27.5,73.0,,
0.07,0.34,0.95,0.027,0.021,0.0423,0.009,170.0,21.0,2.7,250.0,600.0,2.1,0.0,0.0,0.0,0.006,0.0,0.007,0.0035,0.0006286175325343884,0.006,0.0,1.0,0.0,430.7,519.9,29.5,73.5,,
0.06,0.28,0.55,0.024,0.041,0.0423,0.007,170.0,21.0,2.2,250.0,0.0,0.0,1.26,0.0,0.0,0.01,0.02,0.007,0.0035,0.0008452940528105526,0.006,0.0,1.0,0.0,475.8,564.1,28.0,70.5,,
0.06,0.28,0.55,0.024,0.041,0.0423,0.007,170.0,21.0,2.2,250.0,600.0,2.1,1.26,0.0,0.0,0.01,0.02,0.007,0.0035,0.00015699396088007897,0.006,0.0,1.0,0.0,430.7,529.8,24.5,69.0,,
0.09,0.42,0.93,0.011,0.058,0.0423,0.016,170.0,21.0,2.5,250.0,0.0,0.0,0.0,0.0,0.02,0.004,0.08,0.014,0.004,0.0010907895023703146,0.012,0.0,1.0,0.0,491.5,573.9,28.0,74.0,,
0.09,0.42,0.93,0.011,0.058,0.0423,0.016,170.0,21.0,2.5,250.0,600.0,2.1,0.0,0.0,0.02,0.004,0.08,0.014,0.004,0.0006920749094019192,0.012,0.0,1.0,0.0,420.9,541.5,24.5,74.5,,
0.08,0.33,0.65,0.015,0.026,0.0423,0.014,170.0,21.0,2.4,250.0,0.0,0.0,0.5,0.35,0.008,0.004,0.02,0.02,0.0045,0.0018304031087942527,0.015,0.0,1.0,0.0,503.3,591.5,28.0,73.0,,
0.08,0.33,0.65,0.015,0.026,0.0423,0.014,170.0,21.0,2.4,250.0,600.0,2.1,0.5,0.35,0.008,0.004,0.02,0.02,0.0045,0.001518437934888092,0.015,0.0,1.0,0.0,500.3,600.4,22.7,73.7,,
0.07,0.61,1.07,0.025,0.026,0.0423,0.0094,170.0,21.0,2.8,250.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0064,0.007,0.0006286175325343884,0.004,0.0,1.0,0.0,479.7,583.7,24.0,71.5,,
0.07,0.61,1.07,0.025,0.026,0.0423,0.0094,170.0,21.0,2.8,250.0,600.0,2.1,0.0,0.0,0.0,0.014,0.0,0.0064,0.007,0.0005819590380300255,0.004,0.0,1.0,0.0,456.2,555.2,24.5,72.0,,
0.07,0.21,0.75,0.011,0.011,0.0423,0.019,170.0,21.0,2.6,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0007119488533661109,0.0,0.0,1.0,0.0,463.0,552.3,33.0,75.0,,
0.07,0.21,0.75,0.011,0.011,0.0423,0.019,170.0,21.0,2.6,250.0,600.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,2.535919501075578e-05,0.0,0.0,1.0,0.0,369.8,486.6,,76.0,,
0.09,0.44,0.9,0.01,0.027,0.0423,0.007,170.0,21.0,1.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0088,0.001657332087481548,0.0,0.0,1.0,0.0,486.8,569.3,24.0,71.0,,
0.09,0.44,0.9,0.01,0.027,0.0423,0.007,170.0,21.0,1.8,150.0,600.0,2.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0088,0.0008739813032964736,0.0,0.0,1.0,0.0,,,,,,
0.08,0.35,0.65,0.01,0.021,0.0423,0.01,170.0,21.0,1.8,140.0,0.0,0.0,1.2,0.0,0.0,0.02,0.0,0.004,0.015,1.8018876543135563e-05,0.0,0.0,1.0,0.0,453.8,536.3,22.6,72.0,,
0.08,0.35,0.65,0.01,0.021,0.0423,0.01,170.0,21.0,1.8,140.0,600.0,2.1,1.2,0.0,0.0,0.02,0.0,0.004,0.015,9.896129416353441e-05,0.0,0.0,1.0,0.0,,,,,,
0.06,0.53,1.15,0.013,0.015,0.0423,0.01,170.0,21.0,1.8,150.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0057,4.508452714677651e-05,0.0,0.0,1.0,0.0,553.3,626.9,25.0,70.4,,
0.06,0.53,1.15,0.013,0.015,0.0423,0.01,170.0,21.0,1.8,150.0,600.0,2.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0057,0.0006286175325343884,0.0,0.0,1.0,0.0,,,,,,
0.07,0.47,0.85,0.013,0.024,0.0423,0.012,170.0,21.0,1.8,150.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.008,0.0043,0.0009952294822981077,0.0,0.0,1.0,0.0,478.5,569.3,22.1,72.4,,
0.07,0.47,0.85,0.013,0.024,0.0423,0.012,170.0,21.0,1.8,150.0,600.0,2.1,0.0,0.0,0.0,0.01,0.0,0.008,0.0043,0.0006489609853294264,0.0,0.0,1.0,0.0,,,,,,
0.07,0.47,1.1,0.011,0.02,0.0423,0.019,170.0,21.0,1.9,140.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0053,0.0010623034423623563,0.0,0.0,1.0,0.0,561.1,643.5,21.0,64.2,,
0.07,0.47,1.1,0.011,0.02,0.0423,0.019,170.0,21.0,1.9,140.0,600.0,2.1,0.0,0.0,0.0,0.01,0.0,0.02,0.0053,0.0012504126691445555,0.0,0.0,1.0,0.0,,,,,,
0.08,0.49,0.9,0.014,0.029,0.0423,0.017,170.0,21.0,1.9,150.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.005,0.0108,0.000303078456541667,0.0,0.0,1.0,0.0,486.8,577.5,20.5,70.2,,
0.08,0.49,0.9,0.014,0.029,0.0423,0.017,170.0,21.0,1.9,150.0,600.0,2.1,0.0,0.05,0.0,0.0,0.0,0.005,0.0108,0.0012210366742918459,0.0,0.0,1.0,0.0,,,,,,
0.05,0.25,1.15,0.015,0.024,0.0423,0.014,170.0,21.0,2.4,200.0,0.0,0.0,0.0,0.0,0.0,0.004,0.12,0.003,0.0105,0.0006286175325343884,0.005,0.0,1.0,1.0,420.8,504.2,33.0,73.0,,
0.05,0.25,1.15,0.015,0.024,0.0423,0.014,170.0,21.0,2.4,200.0,600.0,2.1,0.0,0.0,0.0,0.004,0.12,0.003,0.0105,0.0002849856581845814,0.005,0.0,1.0,1.0,387.5,482.7,29.5,70.5,,
0.1,0.18,1.6,0.015,0.029,0.0423,0.011,170.0,21.0,2.4,200.0,0.0,0.0,0.0,0.0,0.5,0.004,0.14,0.002,0.008,0.0006430793488009878,0.01,0.0,1.0,1.0,630.8,725.9,24.5,68.5,,
0.1,0.18,1.6,0.015,0.029,0.0423,0.011,170.0,21.0,2.4,200.0,600.0,2.1,0.0,0.0,0.5,0.004,0.14,0.002,0.008,0.00044658868101037476,0.01,0.0,1.0,1.0,605.3,694.5,25.5,67.5,,
0.09,0.28,1.52,0.015,0.045,0.0423,0.011,170.0,21.0,2.4,200.0,0.0,0.0,0.0,0.0,0.5,0.005,0.1,0.008,0.0125,0.0013140194928732902,0.005,0.0,1.0,1.0,540.5,645.5,27.5,66.0,,
0.09,0.28,1.52,0.015,0.045,0.0423,0.011,170.0,21.0,2.4,200.0,600.0,2.1,0.0,0.0,0.5,0.005,0.1,0.008,0.0125,0.0009640101604034254,0.005,0.0,1.0,1.0,562.1,640.6,27.5,66.5,,
0.12,0.22,1.24,0.036,0.019,0.0423,0.011,170.0,21.0,1.7,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.011,0.0005920125282870635,0.02,0.0,1.0,1.0,483.6,586.6,32.0,70.5,,
0.12,0.22,1.24,0.036,0.019,0.0423,0.011,170.0,21.0,1.7,200.0,600.0,2.1,0.0,0.0,0.0,0.0,0.18,0.0,0.011,0.0011228623637046377,0.02,0.0,1.0,1.0,414.0,532.7,33.0,74.5,,
0.15,0.32,1.2,0.017,0.025,0.0423,0.0099,170.0,21.0,1.6,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0006286175325343884,0.0,0.0,1.0,1.0,536.6,627.8,30.0,68.0,,
0.15,0.32,1.2,0.017,0.025,0.0423,0.0099,170.0,21.0,1.6,200.0,600.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0008270957285063658,0.0,0.0,1.0,1.0,487.6,586.6,31.0,73.5,,
0.08,0.21,1.2,0.014,0.022,0.0423,0.01,170.0,21.0,1.7,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0006442275848595924,0.006,0.0,1.0,1.0,453.2,596.4,30.0,74.0,,
0.08,0.21,1.2,0.014,0.022,0.0423,0.01,170.0,21.0,1.7,200.0,600.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0004392848540933802,0.006,0.0,1.0,1.0,455.2,569.0,35.0,74.0,,
0.1,0.12,1.2,0.013,0.024,0.0423,0.0089,170.0,21.0,1.7,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0006286175325343884,0.006,0.0,1.0,1.0,519.9,593.5,30.0,72.0,,
0.1,0.12,1.2,0.013,0.024,0.0423,0.0089,170.0,21.0,1.7,200.0,600.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.00036424206654181706,0.006,0.0,1.0,1.0,390.1,487.6,37.0,77.0,,
0.064,0.27,1.44,0.021,0.024,0.059,0.0102,625.0,75.36,4.6,200.0,0.0,0.0,1.2008991649305676,1.1474793313753615,0.02,0.009,0.28,0.004652458250040634,0.01986720394872643,0.00018313720183289067,0.005967944939540344,0.0,1.0,3.0,388.0,497.0,30.0,58.0,,
0.064,0.27,1.44,0.021,0.024,0.059,0.0102,625.0,75.36,4.6,200.0,0.0,0.0,0.2,2.5444102576051675,0.02,0.009,0.28,0.010060412335310595,0.00741033852753002,0.0006286175325343884,0.006452502911785845,0.0,1.0,3.0,,,,,-60.0,10.0
0.064,0.27,1.44,0.021,0.024,0.059,0.0102,625.0,75.36,4.6,200.0,0.0,0.0,1.0945276832356572,3.9241950824750567,0.02,0.009,0.28,0.010597943807658022,5.075630648861129e-05,0.0009506692134586144,0.03062340446621553,0.0,1.0,3.0,,,,,-50.0,14.0
0.064,0.27,1.44,0.021,0.024,0.059,0.0102,625.0,75.36,4.6,200.0,0.0,0.0,0.5925417704857836,1.1474793313753615,0.02,0.009,0.28,0.0034914717813012298,0.017137275549238738,0.0005747711513622977,0.005967944939540344,0.0,1.0,3.0,,,,,-20.0,61.0
0.064,0.27,1.44,0.021,0.024,0.059,0.0102,625.0,75.36,4.6,200.0,0.0,0.0,0.6202163552880132,1.1474793313753615,0.02,0.009,0.28,0.004302149822511865,0.02566147430769002,4.068056887502041e-05,0.005967944939540344,0.0,1.0,3.0,,,,,0.0,105.0
0.073,0.33,1.44,0.021,0.018,0.0563,0.0124,625.0,75.36,4.6,200.0,0.0,0.0,0.2,3.109202510081085,0.02,0.009,0.22,0.0017848621543132106,0.027246449395182344,0.001025662516374756,0.005967944939540344,0.0,1.0,3.0,383.0,492.0,30.0,66.0,,
0.073,0.33,1.44,0.021,0.018,0.0563,0.0124,625.0,75.36,4.6,200.0,0.0,0.0,0.2,1.1474793313753615,0.02,0.009,0.22,0.005689342478419967,0.00855577769240818,0.0006286175325343884,0.005967944939540344,0.0,1.0,3.0,,,,,-60.0,40.0
0.073,0.33,1.44,0.021,0.018,0.0563,0.0124,625.0,75.36,4.6,200.0,0.0,0.0,0.2079270524284369,7.923666390376516,0.02,0.009,0.22,0.005675442393888688,0.018240559664747896,0.0023259664142820545,0.05298341560719138,0.0,1.0,3.0,,,,,-50.0,49.0
0.073,0.33,1.44,0.021,0.018,0.0563,0.0124,625.0,75.36,4.6,200.0,0.0,0.0,0.2,1.1474793313753615,0.02,0.009,0.22,0.020404902788187233,0.0112917455971246,0.0013787276627031278,0.005967944939540344,0.0,1.0,3.0,,,,,-30.0,99.0
0.073,0.33,1.44,0.021,0.018,0.0563,0.0124,625.0,75.36,4.6,200.0,0.0,0.0,0.2,0.3485074387234699,0.02,0.009,0.22,0.017885849031427602,0.032942001138558955,0.002518199549535238,0.009223719019780512,0.0,1.0,3.0,,,,,0.0,111.0
0.06,0.29,1.68,0.017,0.019,0.0521,0.0133,625.0,75.36,4.6,200.0,0.0,0.0,1.173788434379786,0.8413122902765712,0.02,0.01,0.28,0.005689342478419967,0.01048305778039306,0.0001225294371414935,0.023178699753915913,0.0,1.0,3.0,371.0,526.0,34.0,66.0,,
0.06,0.29,1.68,0.017,0.019,0.0521,0.0133,625.0,75.36,4.6,200.0,0.0,0.0,0.2,1.1474793313753615,0.02,0.01,0.28,0.02577223907178712,0.024736502121389448,0.002483397183545108,0.033431663625457714,0.0,1.0,3.0,,,,,-60.0,25.0
0.06,0.29,1.68,0.017,0.019,0.0521,0.0133,625.0,75.36,4.6,200.0,0.0,0.0,0.36928289975474154,1.1474793313753615,0.02,0.01,0.28,0.005689342478419967,0.032145600301788646,0.0006286175325343884,0.005967944939540344,0.0,1.0,3.0,,,,,-40.0,38.0
0.06,0.29,1.68,0.017,0.019,0.0521,0.0133,625.0,75.36,4.6,200.0,0.0,0.0,1.3871611537323099,1.1474793313753615,0.02,0.01,0.28,0.004060644018110154,0.021023144046283547,6.257347064386802e-05,0.005967944939540344,0.0,1.0,3.0,,,,,-20.0,76.0
0.06,0.29,1.68,0.017,0.019,0.0521,0.0133,625.0,75.36,4.6,200.0,0.0,0.0,0.5559758282336583,6.726285469895763,0.02,0.01,0.28,0.008963681575520124,0.0036069385189766196,0.0009209344409823795,0.03563393019704655,0.0,1.0,3.0,,,,,0.0,105.0
0.08,0.31,1.67,0.017,0.017,0.0502,0.0082,625.0,75.36,4.6,200.0,0.0,0.0,1.7553049760852775,2.21788938987587,0.03,0.01,0.25,0.005689342478419967,0.009885911126279482,0.0005885694170064532,0.034486452115460156,0.0,1.0,3.0,391.0,522.0,30.0,64.0,,
