Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Weld ID
0.093,0.16,1.03,0.008,0.012,0.98,9.08,0.98,0.19,-1,0.0,0.0,651.0,-1,515.0,-1,-1,430.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,551.0,751.0,19.6,64.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-1Ni
0.101,0.17,1.02,0.008,0.012,1.92,9.12,1.0,0.19,-1,0.0,0.0,664.0,-1,494.0,-1,-1,470.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,672.0,866.0,13.6,56.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-2Ni
0.095,0.16,1.02,0.007,0.012,3.01,9.17,0.96,0.19,-1,0.0,0.0,610.0,-1,489.0,-1,-1,450.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,920.0,1151.0,10.6,47.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-3Ni
0.096,0.16,1.01,0.007,0.013,0.0,9.16,0.99,0.19,-1,0.95,0.0,672.0,-1,552.0,-1,-1,450.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,525.0,696.0,19.8,64.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-1Co
0.094,0.18,1.0,0.008,0.017,0.0,9.31,0.98,0.19,-1,1.89,0.0,687.0,-1,517.0,-1,-1,430.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,526.0,690.0,21.9,66.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-2Co
0.091,0.16,1.0,0.008,0.015,0.0,9.3,0.98,0.19,-1,2.8,0.0,666.0,-1,520.0,-1,-1,410.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,481.0,672.0,23.7,66.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-3Co
0.095,0.18,1.04,0.008,0.015,0.0,9.35,1.0,0.19,-1,0.0,1.03,656.0,-1,544.0,-1,-1,510.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,526.0,702.0,19.6,59.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-1W
0.096,0.2,0.99,0.007,0.015,0.0,9.25,0.91,0.19,-1,0.0,1.92,669.0,-1,526.0,-1,-1,530.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,515.0,698.0,18.9,59.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-2W
0.094,0.2,1.03,0.008,0.015,0.0,9.26,0.84,0.19,-1,0.0,2.99,640.0,-1,537.0,-1,-1,580.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,489.0,686.0,18.7,49.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-3W
0.097,0.18,1.0,0.007,0.015,0.93,9.1,0.96,0.19,-1,0.0,0.98,667.0,-1,529.0,-1,-1,460.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,531.0,738.0,17.3,58.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-1W1Ni
0.091,0.18,0.99,0.008,0.015,0.0,8.94,0.97,0.18,-1,0.92,0.98,695.0,-1,509.0,-1,-1,440.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,492.0,673.0,21.8,65.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-1W1Co
0.09,0.17,0.97,0.008,0.015,0.0,9.2,0.96,0.18,-1,1.87,0.97,662.0,-1,523.0,-1,-1,450.0,-1,-1,-1,180.0,34.0,0,1,1.0,175.0,0,750.0,8.0,524.0,701.0,20.7,63.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-AlEl9Cr1Mo-1994-1W2Co
0.05,0.46,0.96,0.01,0.017,0.03,-1,0.01,-1,0.02,-1,-1,443.0,-1,84.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,449.0,542.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-1aw
0.05,0.46,0.96,0.01,0.017,0.03,-1,0.01,-1,0.02,-1,-1,443.0,-1,84.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,416.0,507.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-1ht
0.045,0.48,0.97,0.01,0.018,0.03,-1,0.32,-1,0.02,-1,-1,430.0,-1,107.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,494.0,570.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-2aw
0.045,0.48,0.97,0.01,0.018,0.03,-1,0.32,-1,0.02,-1,-1,430.0,-1,107.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,485.0,584.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-2ht
0.05,0.41,0.92,0.011,0.019,0.02,-1,0.51,-1,0.02,-1,-1,450.0,-1,114.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,514.0,594.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-3aw
0.05,0.41,0.92,0.011,0.019,0.02,-1,0.51,-1,0.02,-1,-1,450.0,-1,114.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,538.0,626.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-3ht
0.06,0.44,1.6,0.01,0.018,0.03,-1,0.01,-1,0.02,-1,-1,395.0,-1,102.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,550.0,615.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-4aw
0.06,0.44,1.6,0.01,0.018,0.03,-1,0.01,-1,0.02,-1,-1,395.0,-1,102.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,494.0,556.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-4ht
0.06,0.46,1.63,0.01,0.02,0.02,-1,0.34,-1,0.02,-1,-1,407.0,-1,106.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,612.0,688.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-5aw
0.06,0.46,1.63,0.01,0.02,0.02,-1,0.34,-1,0.02,-1,-1,407.0,-1,106.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,591.0,674.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-5ht
0.055,0.48,1.62,0.011,0.021,0.02,-1,0.54,-1,0.02,-1,-1,371.0,-1,93.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,673.0,737.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-6aw
0.055,0.48,1.62,0.011,0.021,0.02,-1,0.54,-1,0.02,-1,-1,371.0,-1,93.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,628.0,727.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-6ht
0.06,0.42,2.0,0.01,0.02,0.02,-1,0.01,-1,0.02,-1,-1,371.0,-1,117.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,583.0,664.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-7aw
0.06,0.42,2.0,0.01,0.02,0.02,-1,0.01,-1,0.02,-1,-1,371.0,-1,117.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,530.0,626.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-7ht
0.06,0.39,1.95,0.01,0.021,0.02,-1,0.34,-1,0.02,-1,-1,395.0,-1,125.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,677.0,741.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-8aw
0.06,0.39,1.95,0.01,0.021,0.02,-1,0.34,-1,0.02,-1,-1,395.0,-1,125.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,632.0,709.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-8ht
0.055,0.39,1.99,0.01,0.022,0.02,-1,0.54,-1,0.02,-1,-1,364.0,-1,102.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,250.0,16.0,701.0,748.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-9aw
0.055,0.39,1.99,0.01,0.022,0.02,-1,0.54,-1,0.02,-1,-1,364.0,-1,102.0,-1,-1,-1,-1,-1,-1,170.0,21.0,0,1,1.8,100.0,0,620.0,1.0,693.0,783.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RaiterGonzal-Mo-1989-9ht
0.03,0.45,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,336.0,140.0,95.0,90.0,-1,-1,60.0,10.0,20.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,408.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-1
0.03,0.45,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,336.0,140.0,95.0,90.0,-1,-1,60.0,10.0,20.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,5.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-1Ch-6
0.03,0.45,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,336.0,140.0,95.0,90.0,-1,-1,60.0,10.0,20.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,12.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-1Ch-4
0.03,0.45,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,336.0,140.0,95.0,90.0,-1,-1,60.0,10.0,20.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,48.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-1Ch-2
0.03,0.45,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,336.0,140.0,95.0,90.0,-1,-1,60.0,10.0,20.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,136.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-1Ch0
0.03,0.45,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,336.0,140.0,95.0,90.0,-1,-1,60.0,10.0,20.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,212.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-1Ch2
0.032,0.45,1.27,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,321.0,130.0,94.0,90.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,440.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-2
0.032,0.45,1.27,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,321.0,130.0,94.0,90.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,10.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-2Ch-6
0.032,0.45,1.27,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,321.0,130.0,94.0,90.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,21.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-2Ch-4
0.032,0.45,1.27,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,321.0,130.0,94.0,90.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,38.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-2Ch-2
0.032,0.45,1.27,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,321.0,130.0,94.0,90.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,152.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-2Ch0
0.032,0.45,1.27,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,321.0,130.0,94.0,90.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,195.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-2Ch2
0.031,0.42,1.71,0.004,0.01,-1,-1,-1,-1,-1,-1,-1,297.0,110.0,109.0,80.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,488.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-3
0.031,0.42,1.71,0.004,0.01,-1,-1,-1,-1,-1,-1,-1,297.0,110.0,109.0,80.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,29.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-3Ch-6
0.031,0.42,1.71,0.004,0.01,-1,-1,-1,-1,-1,-1,-1,297.0,110.0,109.0,80.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,71.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-3Ch-4
0.031,0.42,1.71,0.004,0.01,-1,-1,-1,-1,-1,-1,-1,297.0,110.0,109.0,80.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,143.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-3Ch-2
0.031,0.42,1.71,0.004,0.01,-1,-1,-1,-1,-1,-1,-1,297.0,110.0,109.0,80.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,186.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-3Ch0
0.031,0.42,1.71,0.004,0.01,-1,-1,-1,-1,-1,-1,-1,297.0,110.0,109.0,80.0,-1,-1,60.0,10.0,30.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,195.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-3Ch223
0.032,0.45,2.05,0.002,0.01,-1,-1,-1,-1,-1,-1,-1,320.0,120.0,119.0,90.0,-1,-1,60.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,506.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-4
0.032,0.45,2.05,0.002,0.01,-1,-1,-1,-1,-1,-1,-1,320.0,120.0,119.0,90.0,-1,-1,60.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,57.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-4Ch-6
0.032,0.45,2.05,0.002,0.01,-1,-1,-1,-1,-1,-1,-1,320.0,120.0,119.0,90.0,-1,-1,60.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,88.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-4Ch-4
0.032,0.45,2.05,0.002,0.01,-1,-1,-1,-1,-1,-1,-1,320.0,120.0,119.0,90.0,-1,-1,60.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,143.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-4Ch-2
0.032,0.45,2.05,0.002,0.01,-1,-1,-1,-1,-1,-1,-1,320.0,120.0,119.0,90.0,-1,-1,60.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,167.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-4Ch0
0.032,0.45,2.05,0.002,0.01,-1,-1,-1,-1,-1,-1,-1,320.0,120.0,119.0,90.0,-1,-1,60.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,183.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-4Ch2
0.059,0.34,0.77,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,306.0,110.0,66.0,70.0,-1,-1,30.0,10.0,10.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,400.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-5
0.059,0.34,0.77,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,306.0,110.0,66.0,70.0,-1,-1,30.0,10.0,10.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,43.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-5Ch-6
0.059,0.34,0.77,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,306.0,110.0,66.0,70.0,-1,-1,30.0,10.0,10.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,98.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-5Ch-4
0.059,0.34,0.77,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,306.0,110.0,66.0,70.0,-1,-1,30.0,10.0,10.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,157.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-5Ch-2
0.059,0.34,0.77,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,306.0,110.0,66.0,70.0,-1,-1,30.0,10.0,10.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,190.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-5Ch0
0.059,0.34,0.77,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,306.0,110.0,66.0,70.0,-1,-1,30.0,10.0,10.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,200.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-5Ch2
0.059,0.33,1.09,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,310.0,100.0,64.0,70.0,-1,-1,50.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,430.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-6
0.059,0.33,1.09,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,310.0,100.0,64.0,70.0,-1,-1,50.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,12.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-6Ch-6
0.059,0.33,1.09,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,310.0,100.0,64.0,70.0,-1,-1,50.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,86.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-6Ch-4
0.059,0.33,1.09,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,310.0,100.0,64.0,70.0,-1,-1,50.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,124.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-6Ch-2
0.059,0.33,1.09,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,310.0,100.0,64.0,70.0,-1,-1,50.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,176.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-6Ch0
0.059,0.33,1.09,0.008,0.01,-1,-1,-1,-1,-1,-1,-1,310.0,100.0,64.0,70.0,-1,-1,50.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,181.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-6Ch2
0.059,0.3,1.44,0.006,0.01,-1,-1,-1,-1,-1,-1,-1,305.0,90.0,65.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,473.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-7
0.059,0.3,1.44,0.006,0.01,-1,-1,-1,-1,-1,-1,-1,305.0,90.0,65.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,20.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-7Ch-6
0.059,0.3,1.44,0.006,0.01,-1,-1,-1,-1,-1,-1,-1,305.0,90.0,65.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,129.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-7Ch-4
0.059,0.3,1.44,0.006,0.01,-1,-1,-1,-1,-1,-1,-1,305.0,90.0,65.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,143.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-7Ch-2
0.059,0.3,1.44,0.006,0.01,-1,-1,-1,-1,-1,-1,-1,305.0,90.0,65.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,171.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-7Ch0
0.059,0.3,1.44,0.006,0.01,-1,-1,-1,-1,-1,-1,-1,305.0,90.0,65.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,179.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-7Ch2
0.065,0.33,1.83,0.003,0.01,-1,-1,-1,-1,-1,-1,-1,291.0,90.0,76.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,496.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-8
0.065,0.33,1.83,0.003,0.01,-1,-1,-1,-1,-1,-1,-1,291.0,90.0,76.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,88.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-8Ch-6
0.065,0.33,1.83,0.003,0.01,-1,-1,-1,-1,-1,-1,-1,291.0,90.0,76.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,121.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-8Ch-4
0.065,0.33,1.83,0.003,0.01,-1,-1,-1,-1,-1,-1,-1,291.0,90.0,76.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,150.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-8Ch-2
0.065,0.33,1.83,0.003,0.01,-1,-1,-1,-1,-1,-1,-1,291.0,90.0,76.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,0.0,152.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-8Ch0
0.065,0.33,1.83,0.003,0.01,-1,-1,-1,-1,-1,-1,-1,291.0,90.0,76.0,70.0,-1,-1,40.0,10.0,50.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,20.0,174.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-8Ch2
0.09,0.41,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,421.0,140.0,36.0,30.0,-1,-1,50.0,40.0,40.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,430.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-9
0.09,0.41,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,421.0,140.0,36.0,30.0,-1,-1,50.0,40.0,40.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-60,39.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-9Ch-6
0.09,0.41,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,421.0,140.0,36.0,30.0,-1,-1,50.0,40.0,40.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-40,95.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-9Ch-4
0.09,0.41,0.78,0.013,0.01,-1,-1,-1,-1,-1,-1,-1,421.0,140.0,36.0,30.0,-1,-1,50.0,40.0,40.0,180.0,23.0,0,1,1.0,250.0,0,0.0,0.0,-1,-1,-1,-1,-20,160.0,-1,-1,-1,-1,-1,-1,-1,SvenGret-1990-9Ch-2
