Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),target
0.098,0.39,1.63,0.008,0.017,0.033,0.039,450.0,30.0,2.0,200.0,760.0,2.0,0.79,8.6,0.98,0.2,0.0830941423361074,0.0159680032557311,0.0018272692563146,0.0033820922023544,0.05,0.0,1.0,1.0,825.0,,,,,,,-1
0.06,0.53,1.15,0.013,0.015,0.0421,0.01,170.0,21.0,1.8,150.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0057,0.000421438884309,0.0,0.0,1.0,0.0,553.3,626.9,25.0,70.4,,,194.0,-1
0.051,0.36,1.79,0.007,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,3.42,1.1889861441446414,0.6698634849513059,0.0675593566775293,0.155145453956653,0.0149310099652882,0.0128846045248375,0.0017568549819893,0.0012092910693386,0.0,1.0,0.0,662.0,745.0,24.0,67.5,,,,-1
0.04,0.24,0.98,0.005,0.012,0.021,0.008,670.0,34.0,5.3,200.0,0.0,0.0,0.53,0.4,0.27,0.0807915552752244,0.82,0.009,0.013,0.0025,0.019,0.0,1.0,1.0,541.0,,,,,,209.0,-1
0.075,0.34,1.02,0.007,0.006,0.0417,0.0079,170.0,21.0,1.0,200.0,580.0,2.0,0.3544727213094844,4.081737234368202,0.784901008275893,0.0005,0.5391244175978056,0.0037,0.0005,0.0005,0.0985,0.0,1.0,0.0,603.0,676.0,19.8,70.8,8.0,100.0,,-1
0.046,0.32,1.81,0.007,0.015,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.33,2.1420891196412715,0.8384719915799164,0.133625161680306,0.1634278948779879,0.0096283313472055,0.0013599612508333,0.0022281285689327,0.0024064880532991,0.0,1.0,0.0,574.0,665.0,26.4,70.7,,,,-1
0.12,0.14,1.03,0.002,0.006,0.0166,0.0022,500.0,29.0,2.9,200.0,690.0,8.0,1.139490111832819,2.3,1.03,0.27,0.2169031970359374,0.0045639028051604,0.0242567230901799,0.0018422926702326,0.02,1.0,0.0,1.0,,745.0,,,-20.0,172.0,,-1
0.11,0.51,1.1,0.007,0.013,0.05,0.04,115.0,23.0,1.0,175.0,720.0,8.0,0.08,8.9,1.0,0.18,0.03,0.01,0.01,0.0031631784999892,0.09,0.0,1.0,0.0,,,,,,,254.0,-1
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,2.6459519280155464,0.4724704287225336,0.0247354940016998,0.0830941423361074,0.01,0.007,0.0010536556526288,0.0197376075245605,0.0,1.0,0.0,430.0,,,,-20.0,124.0,,-1
0.074,0.29,1.49,0.006,0.013,0.0471,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,1.387258715438138,0.8095830445700944,0.018,0.094715278512229,0.0005,0.0006,0.0007737474008898,0.0196064930485087,0.0,1.0,0.0,431.0,527.0,29.6,78.0,,,,-1
0.077,0.26,1.73,0.007,0.008,0.0423,0.0072,170.0,21.0,1.0,200.0,0.0,0.0,0.5701206770393243,0.5167479458987442,1.1590109247757452,0.0235,0.3042436982023184,0.0027,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-62.0,100.0,,-1
0.078,0.31,1.04,0.007,0.006,0.0429,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.1364947064373323,0.6633288140878234,0.4724704287225336,0.044,0.0830941423361074,0.0032,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-63.0,100.0,,-1
0.037,0.3,0.65,0.009,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,3.5,3.306062951705892,0.8752850776558805,0.160442977138105,0.0830941423361074,0.0117963386543237,0.0099948748085095,0.0022575788295609,0.027924651188933,0.0,1.0,0.0,479.0,561.0,30.4,76.6,,,,-1
0.071,0.4,0.64,0.008,0.006,0.0411,0.0088,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,3.2810505065665247,0.3509100860980727,0.0435,0.0830941423361074,0.0036,0.0005,0.0005,0.0005,0.0,1.0,0.0,446.0,526.0,,76.0,-30.0,100.0,,-1
0.073,0.39,1.55,0.012,0.018,0.0463,0.0072,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006846891486309,0.022,0.0003010153057405,0.0,0.0,1.0,1.0,435.0,546.0,27.0,73.0,,,,-1
0.077,0.32,1.05,0.008,0.006,0.04,0.0072,170.0,21.0,1.0,200.0,0.0,0.0,0.3160623475791297,2.573072708605102,0.6558737779167236,0.085,0.2261006316967839,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-60.0,100.0,,-1
0.054,0.33,1.72,0.007,0.014,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,1.0049058164657858,2.36,0.7356296316123238,0.0318339795920832,0.0830941423361074,0.018469268400163,0.0026155094668977,0.0013836574641654,0.0262708915377362,0.0,1.0,0.0,,,,,24.0,100.0,,-1
0.12,0.43,0.86,0.011,0.014,0.0329,0.0054,180.0,23.0,1.0,250.0,0.0,0.0,0.2382210947466424,1.0686257468116884,0.4724704287225336,0.0044174357483426,0.2541132281365741,0.015,0.005,0.0012901589483457,0.0271651448766005,0.0,1.0,0.0,445.0,,,,0.0,183.0,,-1
0.047,0.31,1.0,0.008,0.015,0.0421,0.0082,170.0,21.0,1.0,150.0,0.0,0.0,0.2128340265879234,5.700256307667359,1.0921209838350214,0.0578827144614954,0.0954669548305284,0.0153998190812908,0.007,0.0010519669220669,0.0451000456075261,0.0,1.0,0.0,454.0,519.0,29.0,78.8,-35.0,100.0,,-1
0.079,0.33,1.37,0.007,0.006,0.0417,0.0097,170.0,21.0,1.0,200.0,580.0,2.0,0.7653905959201214,1.358306689377657,0.1854900160315404,0.0004,0.5636160358494297,0.0034,0.0005,0.0005,0.0105,0.0,1.0,0.0,500.0,578.0,24.8,76.0,-61.0,100.0,,-1
0.16,0.12,1.04,0.027,0.012,0.042,0.0067,650.0,33.0,3.3,300.0,0.0,0.0,0.027,0.02,0.15,0.005,0.041,0.005,0.009,4.565459488860253e-05,0.005,0.0,1.0,1.0,405.0,577.0,20.0,32.0,,,,-1
0.076,0.3,1.36,0.008,0.006,0.037,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,0.1211841501374264,2.1282257616208757,0.6154600347881403,0.0004,0.3360172388324745,0.0033,0.0005,0.0005,0.0235,0.0,1.0,0.0,,,,,-45.0,100.0,,-1
0.037,0.3,0.65,0.008,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.358306689377657,0.8700498999863786,0.018,0.1836071102106993,0.0170157749600125,0.0296203254399932,0.0017385908040584,0.0078692306400687,0.0,1.0,0.0,392.0,466.0,31.9,80.6,,,,-1
0.068,0.32,1.49,0.006,0.006,0.039,0.0082,170.0,21.0,1.0,150.0,0.0,0.0,0.9329596759374106,0.35688786132404,1.1276934909945024,0.0751121986000565,0.66,0.004,0.0076687253465265,0.001543369675196,0.0244320532484073,0.0,1.0,0.0,513.0,593.0,28.6,77.0,,,,-1
0.05,0.25,1.15,0.015,0.024,0.0421,0.014,170.0,21.0,2.4,200.0,600.0,2.1,0.0,0.0,0.0,0.004,0.12,0.003,0.0105,0.0007737474008898,0.005,0.0,1.0,1.0,387.5,482.7,29.5,70.5,,,154.0,-1
0.053,0.35,1.83,0.007,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,1.06,3.646547539415333,0.0637382352416259,0.115635570016028,0.2749065310254593,0.0173421944780674,0.0224593275740945,0.0017341800098231,0.0202031270651778,0.0,1.0,0.0,566.0,641.0,26.4,76.0,,,,-1
0.089,0.35,1.18,0.011,0.01,0.0404,0.0073,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,5.136777412882379,0.2910782743881236,0.143784337252743,0.0830941423361074,0.012,0.008,0.0030703748845585,0.0330741654794315,0.0,1.0,0.0,450.0,,,,-40.0,117.0,,-1
0.14,0.38,1.65,0.028,0.01,0.0421,0.0082,650.0,33.0,3.3,300.0,600.0,0.75,0.2311495939923691,1.378708091979321,0.5,0.005,0.0403452405075976,0.0,0.0010572815052866,0.0007737474008898,0.0,0.0,1.0,1.0,644.0,714.0,34.0,63.0,,,,-1
0.076,0.33,1.04,0.007,0.006,0.0429,0.007,170.0,21.0,1.0,200.0,0.0,0.0,1.0582401846530571,1.350295079319954,0.5533597642815027,0.061,0.0426567408106957,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-59.0,100.0,,-1
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.0830941423361074,0.0197108982948994,0.0196427479268546,0.0011565621403088,0.0505124911318697,0.0,1.0,2.0,440.0,540.0,24.0,67.0,20.0,179.0,,-1
0.069,0.45,1.36,0.005,0.008,0.0374,0.0044,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,0.567316581732003,0.8781798140631849,0.0337869303293133,0.075574142865167,0.0063,0.028,0.0007410888625036,0.015507113006858,0.0,1.0,0.0,474.0,540.0,28.0,80.7,,,,-1
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.002447651658563,0.0005,0.0720261689675634,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,,,,,-86.0,28.0,,-1
0.045,0.31,1.39,0.005,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.4666337955035899,0.6499190342497287,0.5577892594856081,0.0476754625842747,0.0287783558102237,0.0059729219396102,0.0210223432634452,0.0011922399404451,0.0327575338465184,0.0,1.0,0.0,414.0,502.0,31.0,80.6,-50.0,129.0,,-1
0.086,0.2,1.04,0.008,0.013,0.0567,0.016,180.0,34.0,1.0,175.0,750.0,8.0,0.2128340265879234,8.98,1.01,0.22,0.3077679093096298,0.0149103976839078,0.0096957519651923,0.0036,0.056,0.0,1.0,0.0,609.0,743.0,16.9,61.9,-19.0,28.0,,-1
0.059,0.34,0.77,0.01,0.01,0.0306,0.0066,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.4724704287225336,0.018,0.2135123097547292,0.011,0.007,0.0005009549199341,0.0078692306400687,0.0,1.0,0.0,400.0,,,,-20.0,157.0,,-1
0.042,0.31,0.98,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.6251408259518625,1.1939132283645149,0.9861310331950128,0.179747359611291,0.1220885116585063,0.0069480070213366,0.0235479645519965,0.0010942427510895,0.0078692306400687,0.0,1.0,0.0,392.0,476.0,34.4,80.6,-20.0,220.0,,-1
0.1,0.19,0.53,0.007,0.007,0.022,0.0082,500.0,32.0,2.0,250.0,690.0,10.0,0.2,2.7,1.03,0.0586900858381545,0.5009612443965169,0.0066905073903631,0.015,0.0021019333436431,0.0185186396465914,0.0,1.0,5.0,456.0,592.0,29.0,,-60.0,53.0,,-1
0.048,0.35,1.41,0.006,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.160202112826685,5.104563635994656,0.5823053266715235,0.1710564048129986,0.001585682511705,0.0170885021765684,0.0258456573924263,0.002467548156408,0.0451625875012938,0.0,1.0,0.0,,,,,-54.0,100.0,,-1
0.09,0.24,0.68,0.013,0.006,0.052,0.0082,500.0,30.0,3.6,200.0,690.0,10.0,0.2,2.22,1.03,0.0653187704095565,0.0830941423361074,0.008859678624523,0.01,0.0010792871631929,0.0146295518470412,0.0,1.0,6.0,535.0,627.0,23.0,,-20.0,111.0,,-1
0.073,0.34,0.64,0.008,0.007,0.045,0.0063,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0007,0.0005,0.0005,0.0005,0.0,0.0,0.0,404.0,494.0,32.4,76.0,-70.0,28.0,,-1
0.037,0.3,0.65,0.008,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.0,2.552641782260497,0.4724704287225336,0.0668599485313487,0.0790913688365189,0.0109672933895505,0.0088212758020566,0.0008253298371387,0.039882530752171,0.0,1.0,0.0,,,,,-28.0,100.0,,-1
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,2.027937617250272,1.358306689377657,0.3939418134863144,0.0005,0.1838694906331679,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,397.0,518.0,31.0,79.8,-91.0,28.0,,-1
0.066,0.8,1.12,0.017,0.021,0.0774,0.0026,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0085111261616638,0.033,0.0009582240865527,0.0,0.0,1.0,1.0,455.0,558.0,28.2,69.0,,,,-1
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,0.1185309592520212,4.188472033145266,1.0885034376034914,0.1648125212328851,0.0430941896100021,0.011,0.008,0.0020046879596009,0.0239218900577548,0.0,1.0,0.0,488.0,,,,,,,-1
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0038,0.0005,0.0005,0.0005,0.0,0.0,0.0,402.0,494.0,33.3,77.5,-45.0,100.0,,-1
0.076,0.37,1.36,0.005,0.009,0.0422,0.0053,170.0,21.0,1.0,200.0,250.0,14.0,0.3418736175694689,1.358306689377657,0.4724704287225336,0.0304777301173755,0.018935375916032,0.0036,0.019,0.0006212432419703,0.0078692306400687,0.0,1.0,0.0,485.0,549.0,31.4,79.8,,,,-1
0.078,0.3,1.76,0.007,0.007,0.0433,0.011,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,3.168271867879556,1.2412760026622456,0.0004,0.0830941423361074,0.0032,0.0005,0.0005,0.023,0.0,1.0,0.0,,,,,-42.0,100.0,,-1
0.069,0.45,1.36,0.005,0.008,0.0374,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,1.5080878391776409,3.7464906112970926,0.9918908354680316,0.1369463068823037,0.1880640116972484,0.0063,0.028,0.0022387962312236,0.0292913638622862,0.0,1.0,0.0,,,,,-68.0,28.0,,-1
0.047,0.27,1.32,0.007,0.012,0.0421,0.0082,170.0,21.0,1.0,300.0,0.0,0.0,0.2090674328075112,1.358306689377657,0.4724704287225336,0.019489667713104,0.1851074004182288,0.0107741192997144,0.0262729316947291,0.0008771024379882,0.0078692306400687,0.0,1.0,0.0,431.0,513.0,33.4,78.8,-53.0,100.0,,-1
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,250.0,14.0,1.5884859919414624,1.358306689377657,0.4724704287225336,0.0005,0.4150354134886106,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,491.0,564.0,28.2,78.9,,,,-1
0.058,0.33,0.63,0.007,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.233991576021163,4.854004702087108,0.632580847490227,0.0877098299499397,0.3248309733573471,0.0044569981963754,0.007,0.0011346815089297,0.0614086823505053,0.0,1.0,0.0,386.0,465.0,33.4,78.8,20.0,220.0,,-1
0.074,0.3,1.45,0.007,0.009,0.0337,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,0.3821774943073975,1.358306689377657,0.0368615298210068,0.018,0.1529416095741325,0.012,0.0187803567513148,3.910288514647224e-05,0.0232256400196284,0.0,1.0,0.0,480.0,538.0,27.8,79.8,,,,-1
0.045,0.33,1.85,0.007,0.016,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,1.8278329362354435,0.0,0.5477314440158203,0.0892858906899584,0.4281685491888851,0.0087395318458052,0.0288808973495294,0.0021369722059869,0.0078692306400687,0.0,1.0,0.0,,,,,-45.0,100.0,,-1
0.067,0.51,1.08,0.013,0.011,0.0412,0.0046,280.0,30.0,2.8,200.0,200.0,14.0,0.02,0.08,0.3753611941639513,0.015,0.0830941423361074,0.003,0.004,0.0001,0.002,0.0,1.0,2.0,,533.0,,,,,,-1
0.062,0.22,1.17,0.007,0.006,0.033,0.012,180.0,34.0,2.0,200.0,250.0,14.0,0.2128340265879234,2.8226057009230363,1.2398615423307902,0.018,0.0857236243280317,0.0125125393131534,0.007,0.0008495959434392,0.0133981802189239,1.0,0.0,0.0,427.0,512.0,31.4,81.5,,,,-1
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,0.4654407372897188,1.358306689377657,0.2103639065411096,0.0272018322450028,0.2285489612477881,0.026,0.032,0.0018742482947851,0.0078692306400687,0.0,1.0,0.0,,,,,-63.0,28.0,,-1
0.036,0.24,0.89,0.008,0.01,0.0421,0.0082,170.0,21.0,2.2,200.0,250.0,14.0,1.2174894210108984,0.7722458382256026,0.5551993795069442,0.1219012354388958,0.3206461688402311,0.0067679666203134,0.0183040699723798,0.0023496374426889,0.0035922006052597,0.0,1.0,0.0,400.0,478.0,32.6,80.6,,,,-1
0.075,0.3,0.63,0.008,0.008,0.0438,0.008,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,1.03,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,528.0,619.0,20.6,73.0,7.0,100.0,,-1
0.1,0.42,0.96,0.003,0.006,0.04,0.043,143.0,21.0,1.1,200.0,760.0,8.0,0.17,8.8,1.01,0.21,0.02,1e-06,1e-06,0.00181224853925,0.09,0.0,1.0,0.0,,,,,40.0,83.0,,-1
0.076,0.34,1.01,0.007,0.007,0.0426,0.0075,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,2.431401605286968,0.7510850708347446,0.0215,0.4164373157671766,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,434.0,515.0,29.8,78.9,-67.0,100.0,,-1
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.2073067789167239,0.2492268861225477,1.1711675210085613,0.0005,0.2192949231670485,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,,,,,-28.0,100.0,,-1
0.078,0.43,1.1,0.007,0.005,0.0329,0.0073,170.0,21.0,1.0,200.0,250.0,14.0,0.8096617969801538,1.0546362045667794,0.1613655975821398,0.0005,0.1560702584552503,0.019,0.0005,0.0005,0.0005,0.0,1.0,0.0,456.0,545.0,29.0,78.9,,,,-1
0.08,0.33,1.41,0.006,0.009,0.0432,0.0055,170.0,21.0,1.0,200.0,250.0,14.0,1.0503385671718428,2.3194882288624927,0.8342192205883545,0.0229423406559646,0.2480624011469571,0.0043,0.0078,0.0003527077902816,0.0192398113181108,0.0,1.0,0.0,478.0,540.0,31.2,80.7,,,,-1
0.043,0.31,0.95,0.007,0.01,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.6796323128639933,0.53,0.4724704287225336,0.1169726255845554,0.4446359756303808,0.0059076654124161,0.0208753437899343,0.0011776196618099,0.0287308175296527,0.0,1.0,0.0,494.0,545.0,29.6,77.0,,,,-1
0.073,0.34,0.66,0.007,0.007,0.0433,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.5,0.0005,0.0,0.0042,0.0005,0.0005,0.0005,0.0,0.0,0.0,483.0,565.0,27.2,78.0,-65.0,28.0,,-1
0.073,0.29,1.53,0.007,0.01,0.0438,0.0079,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.53,0.0,0.0005,0.0,0.0027,0.0005,0.0005,0.0005,0.0,0.0,0.0,650.0,710.0,18.4,73.0,-79.0,28.0,,-1
0.066,0.35,1.36,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,0.4786078949126624,0.5873743147272237,0.018,0.0830941423361074,0.0081293572961717,0.007,0.0007737474008898,0.0019802896074595,0.0,1.0,0.0,455.0,540.0,31.2,77.9,-70.0,30.0,,-1
0.07,0.34,0.95,0.027,0.021,0.0421,0.009,170.0,21.0,2.7,250.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.007,0.0035,9.673106460292942e-05,0.006,0.0,1.0,0.0,456.2,529.8,27.5,73.0,,,180.0,-1
0.062,0.37,1.1,0.015,0.014,0.0816,0.0069,280.0,30.0,2.8,200.0,200.0,14.0,0.02,0.08,0.4724704287225336,0.015,0.3471676770694346,0.039,0.051,0.0028,0.001,0.0,1.0,2.0,,533.0,,,,,,-1
0.06,0.39,1.95,0.01,0.021,0.0395,0.0125,170.0,21.0,1.8,100.0,620.0,1.0,0.02,2.337393069991664,0.34,0.018,0.02,0.0115505445628499,0.0067151747328896,0.0009800367421978,0.0556897648927417,0.0,1.0,0.0,632.0,709.0,,,,,,-1
0.075,0.35,1.09,0.006,0.008,0.0424,0.0087,170.0,21.0,1.0,200.0,580.0,2.0,2.3612316938793563,1.22,0.0698062812641502,0.028520054240637,0.0460804366503954,0.0052,0.0142148024431688,0.0011796177755137,0.0266889199132726,0.0,1.0,0.0,,,,,-60.0,100.0,,-1
0.088,0.17,1.03,0.007,0.013,0.0604,0.046,180.0,34.0,1.0,175.0,750.0,8.0,1.125695137943178,9.1,1.01,0.23,0.0830941423361074,0.0106310381401702,0.0145425806095126,0.0017,0.053,0.0,1.0,0.0,574.0,723.0,17.1,59.1,-30.0,28.0,,-1
0.069,0.51,1.39,0.004,0.008,0.0379,0.0041,170.0,21.0,1.0,200.0,0.0,0.0,1.501879991529201,1.358306689377657,0.4852708457962046,0.1454986258565685,0.8668183049987224,0.0069,0.048,0.0020004865919785,0.0153501011531244,0.0,1.0,0.0,,,,,-54.0,100.0,,-1
0.07,0.59,1.85,0.013,0.014,0.0146,0.0057,700.0,32.0,4.8,200.0,0.0,0.0,1.5,0.05,0.01,0.01,0.42,0.025,0.02,0.0009,0.00087712441944,0.0,1.0,1.0,515.0,810.0,24.0,41.0,30.0,35.0,,-1
0.077,0.32,0.66,0.008,0.01,0.0457,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.03,0.0,0.0005,0.0,0.0034,0.0005,0.0005,0.0005,0.0,0.0,0.0,490.0,558.0,21.0,77.9,-54.0,28.0,,-1
0.042,0.2,0.93,0.008,0.011,0.0421,0.0082,170.0,21.0,4.3,200.0,250.0,14.0,0.2128340265879234,1.7782243090994088,0.3683485200832114,0.0746554695104562,0.0830941423361074,0.0151695860580009,0.0237813667759769,0.0010598928204975,0.0106593892633995,0.0,1.0,0.0,376.0,484.0,32.6,78.8,,,,-1
0.09,0.44,0.9,0.01,0.027,0.0421,0.007,170.0,21.0,1.8,150.0,600.0,2.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0088,0.0019502213464031,0.0,0.0,1.0,0.0,,,,,,,,-1
0.051,0.32,1.8,0.006,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.8967546285404471,3.844977646348724,0.6918893205956095,0.1265009006049507,0.1199550218808699,0.0035497490156382,0.0152190296990481,0.0009222366615067,0.012197790768693,0.0,1.0,0.0,507.0,587.0,29.2,76.9,,,,-1
0.07,0.53,1.72,0.012,0.016,0.0176,0.0054,700.0,32.0,4.8,200.0,0.0,0.0,0.01,0.03,0.01,0.01,0.03,0.024,0.021,0.0007,0.0078692306400687,0.0,1.0,1.0,462.0,638.0,31.0,67.0,-28.0,35.0,,-1
0.043,0.33,1.0,0.006,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,1.1,3.1936122653935985,1.1520549589319449,0.0975576446253503,0.3697298749581683,0.0059729219396102,0.0091387462257259,0.0010683997176987,0.0602869705407306,0.0,1.0,0.0,,,,,-55.0,100.0,,-1
0.06,0.34,1.08,0.007,0.014,0.048,0.011,116.0,23.0,1.3,175.0,760.0,8.0,0.69,9.0,1.03,0.29,0.02,0.01,0.01,0.0024904805301618,0.01,0.0,1.0,0.0,,,,,,,201.0,-1
0.041,0.33,1.01,0.006,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.49,1.358306689377657,0.7400941095487076,0.0375547413568445,0.2141190452229655,0.0093276752449267,0.0295398633791767,0.0019618947167222,0.0052335665749014,0.0,1.0,0.0,464.0,522.0,29.6,77.8,,,,-1
0.073,0.34,1.49,0.004,0.007,0.0396,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,0.4474830753438177,1.6767457871455054,0.5769686190067894,0.140853047082694,0.2598205443082816,0.0016,0.0162607921759457,0.0011909357914055,0.0078692306400687,0.0,1.0,4.0,,,,,-59.0,100.0,,-1
0.078,0.44,1.4,0.004,0.011,0.0436,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,1.000314918456596,1.3129251186759476,0.8204857340359899,0.2437074484072114,0.4938528487248679,0.0005,0.042,0.0018467529414866,0.0078692306400687,0.0,1.0,0.0,,,,,-30.0,100.0,,-1
0.096,0.13,0.73,0.018,0.022,0.0373,0.0081,625.0,72.24,4.4,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.43,0.01,0.14,0.0026912707057638,0.0061274107224283,2.2101396993691458e-06,0.0001415741083486,0.0,1.0,3.0,353.0,491.0,32.0,67.0,0.0,135.0,,-1
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.0321313943277028,0.007856907791515,0.007,0.0004916232206455,0.0078692306400687,0.0,1.0,2.0,520.0,620.0,20.0,54.0,0.0,123.0,,-1
0.05,0.38,1.42,0.007,0.009,0.0421,0.0082,170.0,21.0,0.6,200.0,0.0,0.0,0.672651443750918,0.891060372742696,0.2991117057974155,0.0999248435858313,0.1569727857521771,0.0059729219396102,0.0153080839904261,0.0007215706658007,0.0028719207157969,0.0,1.0,0.0,,,,,-47.0,100.0,,-1
0.07,0.28,1.45,0.009,0.009,0.0315,0.0239,170.0,21.0,1.0,200.0,0.0,0.0,0.9100936307277682,2.065222207553623,0.8604091658911153,0.1073813193667605,0.3262019307994626,0.012,0.0153836974632654,0.0011837272131578,0.0157012154569574,0.0,1.0,0.0,523.0,599.0,29.2,77.0,,,,-1
0.071,0.36,0.63,0.007,0.006,0.0435,0.0078,170.0,21.0,1.0,200.0,0.0,0.0,0.6389282318133657,1.120607817286914,0.715841758834203,0.021,0.0830941423361074,0.0043,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-43.0,100.0,,-1
0.059,0.33,1.09,0.008,0.01,0.031,0.0064,180.0,23.0,1.0,250.0,0.0,0.0,0.3158063105407548,2.8909246478240056,0.8318005985276989,0.0504098291234465,0.0830941423361074,0.01,0.007,0.0014857295841768,0.022303060348485,0.0,1.0,0.0,430.0,,,,0.0,176.0,,-1
0.1,0.38,1.58,0.028,0.01,0.0421,0.0082,650.0,33.0,3.3,300.0,600.0,0.75,0.6242207257655699,3.841779593886488,0.5,0.06,0.0283382211445274,0.0,0.007,0.00102966669401,0.0,0.0,1.0,1.0,663.0,718.0,,,,,,-1
