Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Titanium concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),Tin concentration (%),Arsenic concentration (%),Antimony concentration (%),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),AC or DC,Electrode positive or negative,Type of weld,Weld ID
0.069,0.3,1.36,0.007,0.009,0.0432,0.0037,0.0067,170.0,21.0,1.0,200.0,580.0,2.0,-0.161179075288035,1.789468209311252,0.5085442450344047,0.0005,-0.4142624587622173,0.0005,0.0005,0.0005,0.0006966791552949312,-0.00021797466100243823,-0.003969782799507196,532.648147600762,606.7931661009519,28.785732408260188,70.0731496146452,-78.0,100.0,209.71973027923187,70.12396297597967,26.266115985446813,1.6406608110354148,0.0,1,0,Evans-Al/CMn-1990-<5htch2
0.073,0.33,1.39,0.007,0.008,0.0427,0.0039,0.0066,170.0,21.0,1.0,200.0,250.0,14.0,1.0669260783768362,1.281962461373828,0.2513174312718329,0.0005,-0.5902131207394375,0.002,0.0005,0.0005,0.005192035633094262,0.0027503954531662997,0.0007854465269615961,475.0,536.0,33.4,80.7,-55.688652747642145,100.62858174579645,259.5768355290467,57.605162424589075,42.79794580796525,-9.03207274527599,0.0,1,0,Evans-Al/CMn-1990-20aw
0.073,0.33,1.39,0.007,0.008,0.0427,0.0039,0.0066,170.0,21.0,1.0,200.0,0.0,0.0,0.14643908313224166,3.9339234190303154,1.13637797057281,0.0005,0.06778388261412943,0.002,0.0005,0.0005,0.0076266703760290685,0.0003558073463655982,-0.00042171013044204307,396.98497208513743,459.3963950791232,31.001277770044553,84.83919979353121,-95.0,28.0,251.75898771378073,-34.103740695299635,18.85313550821838,128.75198025495106,0.0,1,0,Evans-Al/CMn-1990-20awch1
0.073,0.33,1.39,0.007,0.008,0.0427,0.0039,0.0066,170.0,21.0,1.0,200.0,0.0,0.0,0.6862674094289297,1.8311281598488445,1.532190779407593,0.0005,0.540426188713846,0.002,0.0005,0.0005,0.0015640390764894599,0.0031952303924792573,0.009937299610207749,650.9503728026987,694.1039171125467,18.997408673046177,68.96687634326297,-70.0,100.0,322.66060673264286,54.85537439950288,-12.485892238224448,71.35902905054078,0.0,1,0,Evans-Al/CMn-1990-20awch2
0.073,0.33,1.39,0.007,0.008,0.0427,0.0039,0.0066,170.0,21.0,1.0,200.0,580.0,2.0,0.07615653674353884,-3.1151680334768503,1.3014869047165765,0.0005,0.363395768221927,0.002,0.0005,0.0005,0.0061677241879664725,-0.005616890971654883,0.0024443098224946882,387.0,493.0,32.5,80.7,-49.10451499201974,73.10449684802518,262.1078437431324,17.66458516503967,31.87975607064987,57.90126298799131,0.0,1,0,Evans-Al/CMn-1990-20ht
0.073,0.33,1.39,0.007,0.008,0.0427,0.0039,0.0066,170.0,21.0,1.0,200.0,580.0,2.0,1.4233214355115975,0.8848861931488814,0.17555133790993796,0.0005,0.5963200015000493,0.002,0.0005,0.0005,-0.007590582271824001,-0.0034814609158522075,-0.0014983805263969032,662.3603074342743,665.0515021333516,23.61801289291727,78.37223006020577,-78.0,100.0,224.92104436581218,34.30343909825098,42.42139543699449,33.70370159245071,0.0,1,0,Evans-Al/CMn-1990-20htch2
0.078,0.32,1.39,0.007,0.009,0.0436,0.0042,0.0066,170.0,21.0,1.0,200.0,250.0,14.0,0.6206927414174295,4.05246298093223,-1.0474709159857702,0.0005,0.35065728550059583,0.0044,0.0005,0.0005,0.004952101860831367,0.012274551366659173,-0.00171825499723876,478.0,541.0,30.4,78.9,-118.95208688980418,42.684881535580914,258.68755254249,-4.444583729508609,12.024838256353107,106.09448021222346,0.0,1,0,Evans-Al/CMn-1990-44aw
0.078,0.32,1.39,0.007,0.009,0.0436,0.0042,0.0066,170.0,21.0,1.0,200.0,0.0,0.0,-0.168705337020565,0.9884068415260718,0.9009533925238218,0.0005,0.10572498500427,0.0044,0.0005,0.0005,-0.004849838650776641,-0.007260226975500927,-0.00031302571496367787,399.9167295720407,463.0144115975832,29.844734179905473,82.63371166757086,-88.0,28.0,267.9858882454256,-3.8118179435466653,52.119452446553495,42.42726744922451,0.0,1,0,Evans-Al/CMn-1990-44awch1
0.078,0.32,1.39,0.007,0.009,0.0436,0.0042,0.0066,170.0,21.0,1.0,200.0,0.0,0.0,0.4633122790582394,-0.7139303070027155,-0.3303801006733829,0.0005,-0.049480258391123536,0.0044,0.0005,0.0005,0.0037365997441756857,0.004463807035120339,-0.006221419006530375,665.6865054873002,702.5997821407982,20.47724518223167,67.18957761890603,-60.0,100.0,254.37537001924713,20.434769287120627,19.589772876216188,74.92524093477157,0.0,1,0,Evans-Al/CMn-1990-44awch2
0.078,0.32,1.39,0.007,0.009,0.0436,0.0042,0.0066,170.0,21.0,1.0,200.0,580.0,2.0,0.05126918480737955,-1.2790224248341748,-0.1116363188937704,0.0005,0.5151518411390776,0.0044,0.0005,0.0005,0.015646376966640112,0.009291425246420636,0.003896715604394295,398.0,499.0,32.8,80.7,-70.04098219610003,54.4641634548303,191.46356628122345,-38.44616184877135,72.15528186488007,78.19560638896533,0.0,1,0,Evans-Al/CMn-1990-44ht
0.078,0.32,1.39,0.007,0.009,0.0436,0.0042,0.0066,170.0,21.0,1.0,200.0,580.0,2.0,0.23166826963798273,4.115366077830586,-0.350166439892746,0.0005,-0.233187699529968,0.0044,0.0005,0.0005,0.002664154382340857,0.0036683058880569858,0.0071400136106820715,350.310165764164,465.2782866358959,29.511521585045735,79.56427751976688,-94.0,28.0,152.49379603566547,33.32377597249281,39.21501785262611,21.16512584117598,0.0,1,0,Evans-Al/CMn-1990-44htch1
0.078,0.32,1.39,0.007,0.009,0.0436,0.0042,0.0066,170.0,21.0,1.0,200.0,580.0,2.0,1.220684617275087,0.9659097104939327,1.0535840046968799,0.0005,-0.22566932382749721,0.0044,0.0005,0.0005,0.0028862982512332857,0.014999143867357134,0.020728912731501743,680.3784807308044,705.3877687729811,18.808770558331503,65.23715610427762,-75.0,100.0,182.46376425284,10.20462956822276,18.745574984562847,54.35440749545999,0.0,1,0,Evans-Al/CMn-1990-44htch2
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,250.0,14.0,0.523631949321707,-0.39767163207804546,-1.3105995554602403,0.0005,0.18221206255353997,0.0078,0.0005,0.0005,0.02656901765274768,0.011519251566136271,0.003757894556326089,478.0,540.0,31.2,80.7,-111.95705546635945,13.071852911847301,275.16921574512696,12.132264935243034,16.195996927650025,61.63531409161271,0.0,1,0,Evans-Al/CMn-1990-78aw
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,0.0,0.0,0.18361398665367912,4.1339028693153175,0.8983507418197896,0.0005,0.6086666529395077,0.0078,0.0005,0.0005,0.01460432224292123,0.009309751433197675,0.0009271059939452795,590.700270989632,601.3825370666779,22.768584857370726,83.06425820048594,-77.0,28.0,235.19161028084324,30.699647953175596,48.31401411265329,31.58178759162228,0.0,1,0,Evans-Al/CMn-1990-78awch1
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,0.0,0.0,-0.7086971498448897,4.494669460651666,-0.191823700742644,0.0005,-0.15013850234611792,0.0078,0.0005,0.0005,0.012913390215186768,0.009543713534646269,0.016045401492791333,370.98193961753066,503.07261858490733,30.017144924735703,67.2198527956173,-55.0,100.0,177.086286825261,-1.080433811440514,108.84745717012684,-18.70594612674281,0.0,1,0,Evans-Al/CMn-1990-78awch2
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,0.0,0.0,-0.299658180210789,-1.19364275807402,0.7901671677751427,0.0005,-0.14168448500740333,0.0078,0.0005,0.0005,0.003054940775764877,-0.004943616984239948,0.0009302794907605954,440.44252469347026,535.9694069683362,30.193448031097965,80.23695492453606,-76.1861513688802,73.45375461568435,260.3580724760573,24.0,9.0,67.0,0.0,1,0,Evans-Al/CMn-1990-78aw
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,-0.12620153803160428,2.8952349311252608,1.2324085008921561,0.0005,-0.3374425547664472,0.0078,0.0005,0.0005,-0.007224462498170716,-0.0005005465323369221,0.007672438525139294,391.0,504.0,31.8,78.9,32.93648318482014,149.15759627678622,188.36372992855786,44.52186074912896,-2.3646537376354537,68.1027149221494,0.0,1,0,Evans-Al/CMn-1990-78ht
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,0.3540187633686145,2.4415736342497025,-0.312878703916132,0.0005,-0.10551360874634547,0.0078,0.0005,0.0005,0.00932515840138989,-0.00036778217018499856,0.0035302134539477795,527.4829827192731,613.548237617883,23.34579136302847,74.6936928492423,-89.0,28.0,231.10567295516947,48.260552185709734,124.35797953794653,-88.97915183876957,0.0,1,0,Evans-Al/CMn-1990-78htch1
0.08,0.33,1.41,0.006,0.009,0.0432,0.0043,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,1.3685486429152065,-5.024971599789802,-0.251997045244836,0.0005,-0.1484724720772146,0.0078,0.0005,0.0005,0.0006768127988409215,0.016158668251176456,-0.0056342946781887115,293.90127645349673,378.3640930181477,33.82439872877629,81.70398225022755,-68.0,100.0,165.78663221404457,37.87671172992734,50.73930545454398,16.710565966570528,0.0,1,0,Evans-Al/CMn-1990-78htch2
0.08,0.37,1.42,0.006,0.009,0.0439,0.0043,0.0054,170.0,21.0,1.0,200.0,250.0,14.0,0.42637938636649386,3.201940007635703,1.0225543134087705,0.0005,-0.2566587127782215,0.012,0.0005,0.0005,-0.006502922941609708,-0.0015775207894548242,-0.000752037862123764,480.0,543.0,29.0,78.9,-32.16238686214998,98.20592461644785,195.19604223078198,-6.254996693022884,47.209721025116096,58.82832028877206,0.0,1,0,Evans-Al/CMn-1990-120aw
0.08,0.37,1.42,0.006,0.009,0.0439,0.0043,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,-0.6831240094038012,-2.359868427417049,-0.5898070946712304,0.0005,-0.03247667105499,0.012,0.0005,0.0005,0.00477469815147755,0.0015780273679826934,-0.0029654186865554957,438.79667101052075,469.52936249196284,29.91611402802019,84.05311526743237,-86.0,28.0,201.62000399816094,-30.60259214784605,66.74285869089105,63.482379113429054,0.0,1,0,Evans-Al/CMn-1990-120awch1
0.08,0.37,1.42,0.006,0.009,0.0439,0.0043,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,1.4242056947206634,-1.2727436792292641,0.2016896012017156,0.0005,-0.025137720636089808,0.012,0.0005,0.0005,-2.5828706597830035e-05,-0.0023757843772513956,-0.005832434652418468,648.3758042057325,681.1534231131692,20.43249207607031,74.3579930930788,-28.0,100.0,281.4258466993217,29.34499050629616,18.825664243313668,44.033792600910466,0.0,1,0,Evans-Al/CMn-1990-120awch2
0.08,0.37,1.42,0.006,0.009,0.0439,0.0043,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.3196655177406599,-0.17719893402471598,0.6788533788805771,0.0005,-0.10940171585215658,0.012,0.0005,0.0005,-0.01364465906279127,-0.0090513656214058,-0.0017669614319589556,397.0,518.0,31.0,79.8,3.334188092301673,60.713504716510066,205.34579171266407,-8.73496429861281,75.16408284275931,34.860826284431425,0.0,1,0,Evans-Al/CMn-1990-120ht
0.08,0.37,1.42,0.006,0.009,0.0439,0.0043,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.5230154552799415,6.659007412666112,1.0754897994650063,0.0005,0.05687318484374758,0.012,0.0005,0.0005,-0.0009416609721110724,-0.011826615157366382,0.004742670001283684,422.98300021099817,521.9793333802958,35.20459306096827,79.59110459373855,-91.0,28.0,254.9053304074649,35.25271269117117,-3.91348062637657,85.90810842404758,0.0,1,0,Evans-Al/CMn-1990-120htch1
0.08,0.37,1.42,0.006,0.009,0.0439,0.0043,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.2243078701621809,3.565297491453637,1.0503336383305881,0.0005,-0.08536769064650579,0.012,0.0005,0.0005,-0.0007671804696699393,-0.0011536169536711445,0.004670073306416984,577.0797231890441,642.6569320319168,19.56272237795435,77.94923451623133,-69.0,100.0,196.4391440235419,-15.442912986631079,56.72470779115003,62.040359209972564,0.0,1,0,Evans-Al/CMn-1990-120htch2
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,250.0,14.0,-1.0664466453095405,7.101633583613366,0.49363870020797795,0.0005,0.3046019407105819,0.019,0.0005,0.0005,0.0017842535075188732,-0.003358242359285863,-0.004200386771735712,485.0,549.0,31.4,79.8,17.961047197714407,142.5376589318476,209.34674488029563,7.9410452476783036,52.867761476791195,41.76710528606325,0.0,1,0,Evans-Al/CMn-1990-190aw
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.943090823546815,0.1509504043677682,-0.1315615869369573,0.0005,0.9616766650400559,0.019,0.0005,0.0005,-0.004189810079622944,-0.00947927896717761,0.004652691344006964,501.76393902318637,608.3655595632621,30.444034316263217,70.34688584890802,-86.0,28.0,233.29655506817366,18.47807432632766,20.033956015551393,47.96547631715237,0.0,1,0,Evans-Al/CMn-1990-190awch1
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,1.1042346896025643,2.7359631551369925,2.0846277740438843,0.0005,-0.32415153388472606,0.019,0.0005,0.0005,-0.0018166469828467657,-0.005176064019651988,0.004073474896436302,504.93602238771564,581.359589647688,22.033456923288583,76.63303630011447,-58.0,100.0,206.0042733693284,11.216026822165889,43.96407827774165,55.97966048172219,0.0,1,0,Evans-Al/CMn-1990-190awch2
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.15029854577110632,3.2480215896993108,0.9420244673267033,0.0005,0.38156115966374216,0.019,0.0005,0.0005,0.008597927896223797,0.0030240403334414545,0.009016285700216165,491.3332906145634,641.7680415386343,25.533978943867222,69.3453405746652,-98.1938627506483,1.3306844416792103,300.10200321248936,20.0,3.0,77.0,0.0,1,0,Evans-Al/CMn-1990-190aw
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.600158768133467,0.6998985928413639,-0.1340921393017122,0.0005,0.7116938244635144,0.019,0.0005,0.0005,-0.008348811111183716,-0.010355362502693718,0.019186045673081964,403.0,519.0,29.1,78.9,-41.72775242604954,97.63952983170597,260.14580584189565,-12.290423287776486,51.40199766000359,63.62528553643367,0.0,1,0,Evans-Al/CMn-1990-190ht
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.08970191766772145,1.1954816863089999,0.7457759620918791,0.0005,-0.4660348316384377,0.019,0.0005,0.0005,0.01799156819816999,0.004638576049298225,0.00024066668193162668,642.108007436614,769.4202209240982,28.936529550211734,67.07720564091166,-92.0,28.0,244.83750545396927,28.612085219516807,-11.823342680460467,73.58929669397742,0.0,1,0,Evans-Al/CMn-1990-190htch1
0.076,0.37,1.36,0.005,0.009,0.0422,0.0036,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,1.267737720037613,-0.837876610416044,0.5139643930496205,0.0005,0.29522550071508585,0.019,0.0005,0.0005,0.006458538522193927,0.010708349525617963,0.011333774018953573,400.60334896405595,519.8985725483136,31.121514882269587,67.73062214740173,-74.0,100.0,195.40202450789013,79.71899248868934,1.2123257912054743,21.498349351410432,0.0,1,0,Evans-Al/CMn-1990-190htch2
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,250.0,14.0,0.017254484282985594,1.0127528904370315,0.1979291807112032,0.0005,0.21188985903109914,0.034,0.0005,0.0005,0.005064349297199474,0.00852111393565801,-0.008064954131020634,491.0,564.0,28.2,78.9,-145.0223905015137,-61.691365053847335,193.41465492424973,30.5692034603097,-20.24682430925013,97.59309837577578,0.0,1,0,Evans-Al/CMn-1990-340aw
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,1.000642195234395,-0.4350828294752529,-0.12177887909042517,0.0005,-0.05772437778284212,0.034,0.0005,0.0005,-0.00809520595355295,0.005397845983700748,-0.0026364524576624523,451.1653791277417,552.2962703566828,23.672222137106957,64.69193871245692,-88.0,28.0,210.37710130921397,25.749861675466857,31.6740375909674,46.97225131863928,0.0,1,0,Evans-Al/CMn-1990-340awch1
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,1.6740948668362803,0.10893406394499117,1.2014325058228827,0.0005,0.2728305225170762,0.034,0.0005,0.0005,0.004356708256044258,0.0004373004160877769,-0.009009046631553795,602.5998662809591,784.3105801921296,26.546441755252893,65.06499465154164,-63.0,100.0,257.90553330202397,64.02174429875755,31.57608793074754,-2.80634301705493,0.0,1,0,Evans-Al/CMn-1990-340awch2
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,1.0259651208084017,2.471435149849237,-0.30830672728773906,0.0005,-0.013346860689208997,0.034,0.0005,0.0005,-0.007177400818223328,-0.010656213145941541,0.0036378890392876817,377.22271214937024,424.1880409210379,35.085099604145995,80.30207965559084,-56.72297451477659,108.263727719173,225.54826499109623,21.0,7.0,72.0,0.0,1,0,Evans-Al/CMn-1990-340aw
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,580.0,2.0,0.650916726696509,-2.1787456561651175,-1.3616575523815482,0.0005,0.07657744714357123,0.034,0.0005,0.0005,0.010060916827353564,0.008402343513389293,-0.0028904619098028264,409.0,528.0,31.0,78.9,-21.35574371799734,95.42777740905181,194.8628838038094,-7.644324567609446,3.984233728360473,104.57563180429153,0.0,1,0,Evans-Al/CMn-1990-340ht
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,580.0,2.0,0.7242300495111791,-3.1926052046483524,-1.2520612559901463,0.0005,-0.2456830552266362,0.034,0.0005,0.0005,0.005985173178746903,0.009117321026630678,0.0033334709425097285,456.06562133043127,597.5766752471636,27.995903167853545,64.55200769445649,-90.0,28.0,184.3194341376655,82.63403953184019,-44.35989403652255,58.844793307702716,0.0,1,0,Evans-Al/CMn-1990-340htch1
0.078,0.44,1.31,0.005,0.008,0.0431,0.0036,0.0052,170.0,21.0,1.0,200.0,580.0,2.0,1.4412341975217908,2.613882102930016,2.2977826826654986,0.0005,-0.07494570205135012,0.034,0.0005,0.0005,0.005951197780630123,-0.0029308605563521635,0.011222217743615061,673.9407901160426,720.4045058492449,22.385429330708682,64.27654745022443,-74.0,100.0,187.99489632502568,-31.66369070410434,67.89778573901953,66.2475236153763,0.0,1,0,Evans-Al/CMn-1990-340htch2
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,250.0,14.0,0.24369069426971207,-5.627049709860837,-0.9306830355112135,0.0005,0.29245302911818466,0.049,0.0005,0.0005,0.015906056214505918,0.004945575559966638,0.003641908688036909,485.0,560.0,25.2,78.9,-66.20137078618434,92.29465114732176,251.40133345607376,45.430588830462156,61.447172309476336,-14.984077549085848,0.0,1,0,Evans-Al/CMn-1990-490aw
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,0.0,0.0,-0.47704486192694345,1.2376254216537403,1.0769729347048365,0.0005,0.4827367381602138,0.049,0.0005,0.0005,0.0007618035864108471,-0.004283889472355634,0.005968881983802758,406.85917279707115,518.306126473875,22.322139254112905,77.71206240878922,-90.0,28.0,169.52513869726232,4.790579803740169,9.518701260483791,62.05647672336801,0.0,1,0,Evans-Al/CMn-1990-490awch1
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,0.0,0.0,-0.23479180714255088,0.05403358382375323,0.9450618596824749,0.0005,-0.2809113318280061,0.049,0.0005,0.0005,0.0013101515483429263,-0.00821078984397008,0.008199615846466285,588.956859345867,674.3720517302706,27.210269315273205,74.79039237922356,-55.0,100.0,289.93430473054525,54.26857525926741,-4.28189855092619,36.34877172008694,0.0,1,0,Evans-Al/CMn-1990-490awch2
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,0.0,0.0,0.38310257149669585,5.046105148473601,0.8609851121685457,0.0005,0.6655436864466301,0.049,0.0005,0.0005,0.01004014951974984,0.0035191484139710993,-0.006555194919947481,438.8044308812764,485.2588288038208,26.63903223085175,91.92124456197216,-45.05324013428542,155.21235435139315,323.1074434588749,21.0,17.0,62.0,0.0,1,0,Evans-Al/CMn-1990-490aw
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,580.0,2.0,0.5625329517098843,-0.6655218389741364,-0.6694969055158735,0.0005,0.08465356958816658,0.049,0.0005,0.0005,-0.0010665929589288455,0.00828687634442441,0.01486213477373727,417.0,528.0,29.0,78.9,-3.7463302747781517,204.74477783455552,134.0420241167679,37.34630602152128,-32.56765788787975,97.20796210449352,0.0,1,0,Evans-Al/CMn-1990-490ht
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,580.0,2.0,0.3382339068805259,0.08951816116063199,-0.784424306723714,0.0005,-0.32535756149200845,0.049,0.0005,0.0005,0.0036799857198952517,0.003327716223566996,0.017165290001740663,330.5634183238282,419.0453253504343,32.86792363756712,81.84248281510763,-84.0,28.0,181.91868997851802,51.96111961055665,33.46209779299183,17.74640394123369,0.0,1,0,Evans-Al/CMn-1990-490htch1
0.076,0.51,1.3,0.005,0.008,0.0423,0.0043,0.005,170.0,21.0,1.0,200.0,580.0,2.0,0.03409804034392344,-0.9484846093333636,0.2377326788810116,0.0005,-0.5700606799585446,0.049,0.0005,0.0005,-0.006381400842850549,0.014171580225946799,-0.004712961813656969,629.6046239653904,706.9683069024564,23.824099896533223,68.91631757075889,-69.0,100.0,209.70117921528634,44.60094471835826,-8.552221166983157,62.57129088489729,0.0,1,0,Evans-Al/CMn-1990-490htch2
0.073,0.35,0.64,0.005,0.004,0.0428,0.0038,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,0.5914174188479369,2.2855254996972283,1.0976546431928274,0.0003,-0.2944213985678173,0.0005,0.0005,0.0005,-0.0028941645365818816,0.010327245441443453,-0.005732808519840151,402.0,494.0,33.3,77.5,18.01224983474046,195.9056100026188,207.80012619904124,-26.494900380610797,40.09860095628555,77.97741176366937,0.0,1,0,Evans-V/Mn-1991-A3aw
0.073,0.35,0.64,0.005,0.004,0.0428,0.0038,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,-0.11984702961573401,2.339782734101971,0.610293492059404,0.0003,-0.12174681408823591,0.0005,0.0005,0.0005,-0.004584669437202843,-0.005675455452992062,-0.00014529212897314075,261.6735421290085,379.81919055743475,37.079004227621255,82.54354380665394,-45.0,100.0,219.03419014934437,48.0,26.0,26.0,0.0,1,0,Evans-V/Mn-1991-A3awch
0.073,0.35,0.64,0.005,0.004,0.0428,0.0038,0.0077,170.0,21.0,1.0,200.0,580.0,2.0,-0.22125570254457627,0.9134955455139133,1.1585514822422178,0.0003,0.6284613923314937,0.0005,0.0005,0.0005,0.0009999489975237234,-0.00912329102263472,0.008267362733100653,329.0,447.0,36.4,80.5,-54.0,100.0,198.73926556448023,-21.24077855503356,47.183020645332675,77.87015111256565,0.0,1,0,Evans-V/Mn-1991-A3ht
0.071,0.36,0.63,0.007,0.006,0.0435,0.0043,0.0078,170.0,21.0,1.0,200.0,250.0,14.0,0.38645145137880293,-2.8634014559369203,-0.22760435920436156,0.021,0.33237561037203145,0.0005,0.0005,0.0005,-0.007973707980795186,-0.01664140229672853,0.00945647687004441,436.0,513.0,29.2,77.0,-70.09561374337133,62.02992345633775,169.80365917556324,24.968326101057396,36.7649901928577,48.33928319717255,0.0,1,0,Evans-V/Mn-1991-A210aw
0.071,0.36,0.63,0.007,0.006,0.0435,0.0043,0.0078,170.0,21.0,1.0,200.0,0.0,0.0,0.30406845297403673,-4.659999308688732,-0.9137783790528613,0.021,0.1873204655845803,0.0005,0.0005,0.0005,-0.0039751025303665696,0.0015595729293963337,0.006182365503862145,396.9043622913682,515.534489004293,35.95282576968855,66.65394176919264,-43.0,100.0,206.28175393901844,45.0,14.0,41.0,0.0,1,0,Evans-V/Mn-1991-A210awch
0.071,0.36,0.63,0.007,0.006,0.0435,0.0043,0.0078,170.0,21.0,1.0,200.0,580.0,2.0,-0.06114867032233612,-4.680334042584245,1.288299252884155,0.021,0.23809266552709155,0.0005,0.0005,0.0005,0.005324333296686346,0.015404223202935857,0.0033215388872287655,398.0,481.0,30.8,76.0,-47.0,100.0,176.03051142366968,51.35650283625796,24.266603119349295,14.325635310492045,0.0,1,0,Evans-V/Mn-1991-A210ht
0.071,0.4,0.64,0.008,0.006,0.0411,0.0036,0.0088,170.0,21.0,1.0,200.0,250.0,14.0,0.5319279383707833,-4.452014677864883,0.1118215581450211,0.0435,-0.27591060269421086,0.0005,0.0005,0.0005,-0.010876675568980877,-0.004383671063259524,0.014552749857474328,478.0,546.0,28.2,78.0,-77.14102460130341,20.656212048078565,192.10515055199932,31.982790947193198,4.060172780733538,68.62673114341715,0.0,1,0,Evans-V/Mn-1991-A435aw
0.071,0.4,0.64,0.008,0.006,0.0411,0.0036,0.0088,170.0,21.0,1.0,200.0,0.0,0.0,-0.14045359455847362,0.1052565654774944,0.11965902321986668,0.0435,0.41303932356365275,0.0005,0.0005,0.0005,0.02143644662697881,0.010438477389320477,0.006336209656273168,619.2271904823897,650.5350807275606,27.41925965466293,71.05289592132378,-43.0,100.0,173.15983857350858,41.0,7.0,52.0,0.0,1,0,Evans-V/Mn-1991-A435awch
0.071,0.4,0.64,0.008,0.006,0.0411,0.0036,0.0088,170.0,21.0,1.0,200.0,580.0,2.0,0.017119466416222,0.16450143933177563,-0.031425360603095254,0.0435,-0.22191844555511797,0.0005,0.0005,0.0005,-0.0035954182666823077,-0.0009857326965835283,0.008092533264077184,446.0,526.0,34.08800013618455,76.0,-30.0,100.0,214.9182745445188,48.76202066014194,-64.55257272213318,122.46378169782027,0.0,1,0,Evans-V/Mn-1991-A435ht
0.074,0.36,0.63,0.008,0.005,0.0432,0.0031,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,1.1392059449197238,0.2792710020954692,1.2493107643192767,0.06,-0.6067632785149359,0.0005,0.0005,0.0005,-0.0021684387212824573,0.009089490745153006,-0.008963390892953062,488.0,548.0,25.6,77.5,-44.282209178986136,127.80379061543839,311.719132560044,-9.63227220024378,45.79937620834914,64.83601332986348,0.0,1,0,Evans-V/Mn-1991-A600aw
